,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
4971,4971,11200,금호동1가,2007-08-16,벽산,633,84.82,8,2001,46000,542.3249233671304,84,1
4972,4972,11200,금호동1가,2007-08-18,벽산,633,59.9,17,2001,30000,500.8347245409015,84,1
4979,4979,11200,금호동3가,2007-08-12,금호1차푸르지오,917,59.97,4,2005,40900,682.0076705019177,84,1
4988,4988,11200,마장동,2007-08-16,신성미소지움,822,59.96,7,2004,32900,548.6991327551701,84,1
4989,4989,11200,마장동,2007-08-17,현대,818,59.94,11,1998,27800,463.79713046379715,84,1
4990,4990,11200,마장동,2007-08-18,현대,818,59.91,28,1998,27600,460.6910365548323,84,1
4991,4991,11200,마장동,2007-08-18,세림,784,40.86,8,1986,23900,584.9241311796378,84,1
5003,5003,11200,성수동1가,2007-08-13,서울숲 대림,656-234,59.885,8,2000,42000,701.344243132671,84,1
5004,5004,11200,성수동1가,2007-08-14,LIG건영,710,84.95200000000001,10,2002,70500,829.8804030511346,84,1
5005,5005,11200,성수동1가,2007-08-17,LIG건영,710,84.941,16,2002,71000,835.8743127582675,84,1
5015,5015,11200,송정동,2007-08-14,건영,90,84.945,6,2000,32750,385.5435870268998,84,1
5019,5019,11200,옥수동,2007-08-13,한남하이츠,220-1,89.19,4,1982,55700,624.5094741562956,84,1
5020,5020,11200,옥수동,2007-08-15,경보이리스힐,559,95.54,7,2004,35000,366.33870630102575,84,1
5025,5025,11200,용답동,2007-08-13,중앙하이츠,15,84.545,9,1995,29900,353.6578153645987,84,1
5027,5027,11200,응봉동,2007-08-13,신동아,275,59.97,1,1996,26000,433.55010838752713,84,1
5028,5028,11200,응봉동,2007-08-14,대림강변,15,84.42,12,2001,64000,758.1141909500118,84,1
5029,5029,11200,응봉동,2007-08-15,대림강변,15,59.76,11,2001,39500,660.9772423025436,84,1
5030,5030,11200,응봉동,2007-08-16,대림(1차),100,113.71,3,1986,75200,661.3314572157243,84,1
5031,5031,11200,응봉동,2007-08-18,대림(2차),97,84.53,11,1989,58000,686.1469300839939,84,1
5043,5043,11200,하왕십리동,2007-08-12,금호베스트빌,1052,84.97,14,2001,43500,511.9453924914676,84,1
5044,5044,11200,하왕십리동,2007-08-13,극동미라주,1058,59.4,21,2001,28600,481.48148148148147,84,1
5045,5045,11200,하왕십리동,2007-08-17,청계벽산,258,84.94,20,1996,45000,529.785731104309,84,1
5054,5054,11200,행당동,2007-08-14,서울숲 한신 더 휴,349,59.94,20,2003,37000,617.283950617284,84,1
5055,5055,11200,행당동,2007-08-15,이수 브라운스톤,364,59.27,2,2006,37300,629.3234351273832,84,1
