,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
15040,15040,11170,동자동,2017-04-10,동자,08월 19일,27.34,2,1969,25000,914.4111192392099,588,1
15044,15044,11170,문배동,2017-04-10,삼라마이다스빌2,40-19,75.55,10,2004,50000,661.8133686300464,588,1
15045,15045,11170,문배동,2017-04-14,삼라마이다스빌2,40-19,78.34,10,2004,52000,663.7732958897114,588,1
15051,15051,11170,보광동,2017-04-12,리버빌(삼성),151,84.96,2,2000,69000,812.1468926553673,588,1
15059,15059,11170,산천동,2017-04-15,리버힐삼성,193,59.55,20,2001,44500,747.2712006717045,588,1
15060,15060,11170,산천동,2017-04-15,한강타운,204,59.69,9,2001,41000,686.8822248282795,588,1
15071,15071,11170,서빙고동,2017-04-10,신동아,241-21,140.81,7,1985,167000,1185.9953128328955,588,1
15079,15079,11170,신계동,2017-04-10,용산e편한세상,48,84.89,1,2011,75500,889.3862645776887,588,1
15080,15080,11170,신계동,2017-04-15,용산e편한세상,48,84.89,19,2011,83500,983.6258687713512,588,1
15086,15086,11170,신창동,2017-04-15,세방리버하이빌,102,84.54,5,2005,52000,615.0934468890465,588,1
15091,15091,11170,용산동5가,2017-04-10,용산파크타워(24-1),01월 24일,140.31,10,2009,168500,1200.9122656973843,588,1
15098,15098,11170,원효로4가,2017-04-09,강변삼성스위트,178,84.94,21,1999,69000,812.338121026607,588,1
15099,15099,11170,원효로4가,2017-04-09,풍전,109-4,88.0,4,1971,48600,552.2727272727273,588,1
15100,15100,11170,원효로4가,2017-04-13,풍전,109-4,81.72,5,1971,49000,599.608418991679,588,1
15123,15123,11170,이촌동,2017-04-10,대림,395,59.22,11,1994,63800,1077.338736913205,588,1
15124,15124,11170,이촌동,2017-04-10,한강(대우),415,84.98,22,2000,90000,1059.0727229936456,588,1
15125,15125,11170,이촌동,2017-04-12,현대맨숀,301-162,121.44,2,1975,89999,741.0984848484849,588,1
15126,15126,11170,이촌동,2017-04-13,한강(대우),415,84.98,13,2000,90000,1059.0727229936456,588,1
15127,15127,11170,이촌동,2017-04-13,한가람,404,59.88,7,1998,76500,1277.5551102204408,588,1
15128,15128,11170,이촌동,2017-04-15,우성,399-1,58.2,1,1995,57000,979.381443298969,588,1
15129,15129,11170,이촌동,2017-04-15,현대맨숀,301-162,121.44,5,1975,105000,864.6245059288538,588,1
15130,15130,11170,이촌동,2017-04-15,한가람,404,114.96,19,1998,130000,1130.8281141266527,588,1
15131,15131,11170,이촌동,2017-04-15,동아그린,411,48.76,2,1999,44700,916.7350287120591,588,1
15183,15183,11170,이태원동,2017-04-14,주공1,728,84.66,1,1993,72000,850.4606661941885,588,1
15189,15189,11170,한강로1가,2017-04-15,용산파크자이,Jan-50,99.85,11,2005,93000,931.3970956434653,588,1
15200,15200,11170,한강로3가,2017-04-13,시티파크(2단지),63-387,145.87,18,2007,189000,1295.6742304791937,588,1
15216,15216,11170,한남동,2017-04-10,성아1,263-10,90.71,2,1970,45000,496.0864292801235,588,1
15217,15217,11170,한남동,2017-04-10,한남동리첸시아,Jan-72,37.53,5,2004,36800,980.548894217959,588,1
15218,15218,11170,한남동,2017-04-10,대림아르빌,808,84.74,6,2005,78000,920.4625914562191,588,1
15219,15219,11170,한남동,2017-04-12,한남하우스,723-3,60.63,3,1970,23000,379.3501566881082,588,1
15220,15220,11170,한남동,2017-04-12,한남해피트리,827,65.17,5,2016,69900,1072.5794077029307,588,1
15221,15221,11170,한남동,2017-04-14,대림아르빌,808,84.64,4,2005,84500,998.3459357277883,588,1
15222,15222,11170,한남동,2017-04-15,장미1,732-19,89.49,1,1976,75000,838.0824673147838,588,1
15244,15244,11170,효창동,2017-04-09,효창파크푸르지오,274,84.45,11,2010,80000,947.3060982830077,588,1
