,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
36005,36005,11320,도봉동,2015-11-15,양우내안애,656,84.92,2,2005,35700,420.39566650965617,515,1
36006,36006,11320,도봉동,2015-11-16,중흥에스-클래스,Dec-51,84.98899999999999,1,2004,32600,383.5790514066527,515,1
36007,36007,11320,도봉동,2015-11-16,서울가든,555,75.33,12,1987,26500,351.7854772335059,515,1
36008,36008,11320,도봉동,2015-11-16,삼환도봉,87,73.89,7,1987,29000,392.4753011232914,515,1
36009,36009,11320,도봉동,2015-11-18,서원,641,49.77,4,1996,20500,411.89471569218404,515,1
36010,36010,11320,도봉동,2015-11-18,한신,01월 30일,84.94,8,1995,28750,338.4742170944196,515,1
36011,36011,11320,도봉동,2015-11-20,서원,641,49.77,7,1996,20500,411.89471569218404,515,1
36012,36012,11320,도봉동,2015-11-20,동아에코빌,654,123.68700000000001,13,2003,47000,379.9914299805153,515,1
36013,36013,11320,도봉동,2015-11-21,삼환도봉,87,83.97,3,1987,27500,327.49791592235323,515,1
36045,36045,11320,방학동,2015-11-17,청구아파트,734,84.97,13,1994,29600,348.35824408614803,515,1
36046,36046,11320,방학동,2015-11-17,청구아파트,734,84.97,12,1995,29900,351.88890196539955,515,1
36047,36047,11320,방학동,2015-11-17,방학동삼성래미안1,720-18,84.93700000000001,20,2002,48000,565.1247395128153,515,1
36048,36048,11320,방학동,2015-11-18,우성아파트1,507,51.91,12,1992,21750,418.99441340782124,515,1
36049,36049,11320,방학동,2015-11-18,신동아아파트1,271-1,43.35,3,1988,15500,357.55478662053054,515,1
36050,36050,11320,방학동,2015-11-19,우성아파트1,507,84.69,3,1992,27600,325.8944385405597,515,1
36051,36051,11320,방학동,2015-11-19,신동아아파트1,271-1,70.62,2,1987,25350,358.9634664401019,515,1
36052,36052,11320,방학동,2015-11-19,신동아아파트1,271-1,43.35,3,1988,16900,389.8500576701269,515,1
36053,36053,11320,방학동,2015-11-19,신동아아파트1,271-1,62.22,7,1988,23900,384.12086145933785,515,1
36054,36054,11320,방학동,2015-11-19,청구아파트,734,84.97,5,1995,30500,358.95021772390254,515,1
36055,36055,11320,방학동,2015-11-19,청구아파트,734,84.97,8,1995,31450,370.1306343415323,515,1
36056,36056,11320,방학동,2015-11-21,대상타운현대아파트,720-1,84.78,21,2001,41900,494.2203349846662,515,1
36057,36057,11320,방학동,2015-11-21,신동아아파트2,531,84.86,5,1992,30900,364.12915390054206,515,1
36058,36058,11320,방학동,2015-11-21,신동아아파트1,271-1,62.22,13,1988,24600,395.37126325940216,515,1
36094,36094,11320,쌍문동,2015-11-16,경남,73,46.3,6,1988,17500,377.9697624190065,515,1
36095,36095,11320,쌍문동,2015-11-16,신일라이프,726,81.68,1,2002,28800,352.59549461312434,515,1
36096,36096,11320,쌍문동,2015-11-17,경남,73,46.3,5,1988,17000,367.170626349892,515,1
36097,36097,11320,쌍문동,2015-11-18,한양7,158,84.92,6,1993,30800,362.6943005181347,515,1
36098,36098,11320,쌍문동,2015-11-18,쌍문금용,321,59.94,4,1995,21000,350.35035035035037,515,1
36099,36099,11320,쌍문동,2015-11-18,현대1,54,84.66,9,1990,31000,366.17056461138674,515,1
36100,36100,11320,쌍문동,2015-11-18,한양2,59,76.92,5,1988,26700,347.1138845553822,515,1
36101,36101,11320,쌍문동,2015-11-18,한양6,May-59,83.86,8,2002,34000,405.43763415215835,515,1
36102,36102,11320,쌍문동,2015-11-20,한양2,59,59.67,7,1988,22850,382.9395005865594,515,1
36103,36103,11320,쌍문동,2015-11-21,한양2,59,48.96,11,1988,19000,388.0718954248366,515,1
36104,36104,11320,쌍문동,2015-11-21,한양4,59,35.1,11,1989,14950,425.9259259259259,515,1
36105,36105,11320,쌍문동,2015-11-21,극동,721,84.9,11,1996,30000,353.3568904593639,515,1
36192,36192,11320,창동,2015-11-16,창동주공2단지,316,45.55,5,1990,19100,419.31942919868277,515,1
36193,36193,11320,창동,2015-11-16,북한산아이파크5차,825,84.4516,3,2004,45000,532.8495848509679,515,1
36194,36194,11320,창동,2015-11-16,창동주공4단지,380,41.3,12,1991,18400,445.5205811138015,515,1
36195,36195,11320,창동,2015-11-16,주공17단지,38,41.3,8,1989,17100,414.043583535109,515,1
36196,36196,11320,창동,2015-11-16,창동주공3단지(해등마을),347,59.39,8,1991,30400,511.87068530055564,515,1
36197,36197,11320,창동,2015-11-16,삼성래미안,45,73.92,1,1992,33000,446.42857142857144,515,1
36198,36198,11320,창동,2015-11-16,창동한신휴플러스(621-69),621-69,118.03,12,2002,48700,412.60696433110223,515,1
36199,36199,11320,창동,2015-11-16,창동주공3단지(해등마을),347,58.01,10,1990,29000,499.91380796414415,515,1
36200,36200,11320,창동,2015-11-16,삼성래미안,45,84.87,5,1992,40500,477.2004241781548,515,1
36201,36201,11320,창동,2015-11-17,상아2차아파트,300,45.54,2,1988,18900,415.0197628458498,515,1
36202,36202,11320,창동,2015-11-17,월가타워,7,15.49,12,2013,11400,735.9586830213041,515,1
36203,36203,11320,창동,2015-11-17,주공17단지,38,36.16,3,1989,14300,395.46460176991155,515,1
36204,36204,11320,창동,2015-11-17,창동주공18단지,30,59.39,9,1988,24900,419.2625021047314,515,1
36205,36205,11320,창동,2015-11-17,창동주공4단지,380,49.94,4,1991,21300,426.5118141770124,515,1
36206,36206,11320,창동,2015-11-17,창동2차현대,815,84.50399999999999,19,2001,40900,484.00075736059836,515,1
36207,36207,11320,창동,2015-11-17,북한산아이파크5차,825,119.1731,8,2004,57000,478.29585703485094,515,1
36208,36208,11320,창동,2015-11-18,창동주공3단지(해등마을),347,79.07,12,1990,41000,518.5278866826862,515,1
36209,36209,11320,창동,2015-11-18,주공19단지(창동 리버타운),27,68.86,9,1988,32600,473.4243392390357,515,1
36210,36210,11320,창동,2015-11-18,주공17단지,38,36.34,10,1989,15000,412.76829939460646,515,1
36211,36211,11320,창동,2015-11-18,창동주공2단지,316,36.16,1,1990,15300,423.1194690265487,515,1
36212,36212,11320,창동,2015-11-18,신창,810,59.4,6,1998,22200,373.73737373737373,515,1
36213,36213,11320,창동,2015-11-19,동아청솔,808,59.96,7,1997,31700,528.685790527018,515,1
36214,36214,11320,창동,2015-11-19,주공17단지,38,36.34,2,1989,14300,393.5057787561915,515,1
36215,36215,11320,창동,2015-11-19,주공19단지(창동 리버타운),27,60.5,10,1988,28000,462.8099173553719,515,1
36216,36216,11320,창동,2015-11-19,삼성래미안,45,66.48,11,1992,36000,541.5162454873646,515,1
36217,36217,11320,창동,2015-11-19,영창하모니A,582-21,83.99,4,2003,23400,278.60459578521255,515,1
36218,36218,11320,창동,2015-11-19,동아청솔,808,84.97,4,1997,44600,524.8911380487231,515,1
36219,36219,11320,창동,2015-11-20,서울가든,366,109.63,1,1992,44000,401.34999543920463,515,1
36220,36220,11320,창동,2015-11-20,창동주공2단지,316,45.9,13,1990,18500,403.0501089324619,515,1
