,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
40636,40636,11440,공덕동,2020-08-24,공덕1삼성래미안,371,114.88,3,1999,144000,1253.481894150418,764,1
40637,40637,11440,공덕동,2020-08-24,로즈빌A,111-7,84.96,3,2004,76500,900.4237288135594,764,1
40638,40638,11440,공덕동,2020-08-25,래미안공덕4차,464,83.42,9,2005,142500,1708.2234476144808,764,1
40639,40639,11440,공덕동,2020-08-26,공덕2삼성래미안,43,84.94,5,2004,130000,1530.4921120791148,764,1
40640,40640,11440,공덕동,2020-08-29,래미안공덕4차,464,59.9,14,2005,113000,1886.4774624373956,764,1
40641,40641,11440,공덕동,2020-08-29,두영이지안,468,84.7,9,2008,66500,785.1239669421487,764,1
40642,40642,11440,공덕동,2020-08-29,래미안공덕4차,464,59.9,5,2005,114200,1906.5108514190317,764,1
40645,40645,11440,노고산동,2020-08-29,신촌포스빌,01월 03일,32.34,10,2004,29000,896.7223252937538,764,1
40649,40649,11440,대흥동,2020-08-23,마포태영,660,59.4,3,1999,96000,1616.1616161616162,764,1
40650,40650,11440,대흥동,2020-08-26,마포태영,660,84.77,15,1999,130500,1539.459714521647,764,1
40651,40651,11440,대흥동,2020-08-26,마포태영,660,59.4,10,1999,99700,1678.4511784511785,764,1
40673,40673,11440,도화동,2020-08-24,한화오벨리스크,555,38.08,10,2004,49800,1307.7731092436975,764,1
40674,40674,11440,도화동,2020-08-24,도화동현대,357,54.72,11,1996,85500,1562.5,764,1
40675,40675,11440,도화동,2020-08-29,도화동현대,357,68.22,12,1996,93000,1363.2365875109938,764,1
40692,40692,11440,망원동,2020-08-29,마포한강아이파크,521,59.3883,7,2019,114000,1919.5700163163451,764,1
40693,40693,11440,망원동,2020-08-29,미원2,433-9,55.29,2,1997,47000,850.0633025863629,764,1
40700,40700,11440,상수동,2020-08-29,두산위브,396,84.79,4,2004,118500,1397.5704682155913,764,1
40716,40716,11440,상암동,2020-08-23,휴먼시아2단지,1618,36.69,3,2009,59000,1608.0675933496866,764,1
40717,40717,11440,상암동,2020-08-24,휴먼시아2단지,1618,59.9,8,2009,84500,1410.6844741235393,764,1
40718,40718,11440,상암동,2020-08-27,상암월드컵파크2단지,1637,49.9,20,2003,78000,1563.1262525050101,764,1
40719,40719,11440,상암동,2020-08-29,상암월드컵파크12단지,1743,84.66,10,2010,100000,1181.1953697141507,764,1
40726,40726,11440,서교동,2020-08-26,대우미래사랑,487,68.03,8,2005,59000,867.2644421578715,764,1
40727,40727,11440,서교동,2020-08-28,메세나폴리스,490,122.867,18,2012,160000,1302.2211008651632,764,1
40737,40737,11440,성산동,2020-08-28,보영퍼팩트,240-5,114.4,7,2002,64500,563.8111888111888,764,1
40738,40738,11440,성산동,2020-08-29,성산시영(대우),446,50.03,13,1986,96000,1918.8486907855286,764,1
40750,40750,11440,신공덕동,2020-08-24,신공덕1차삼성래미안1아파트,155,114.75,7,2000,147000,1281.045751633987,764,1
40751,40751,11440,신공덕동,2020-08-29,브라운스톤공덕,170,84.98,7,2009,154500,1818.0748411390914,764,1
40758,40758,11440,신수동,2020-08-25,대원칸타빌,453,84.87299999999999,11,2004,117500,1384.4214296655005,764,1
40777,40777,11440,아현동,2020-08-24,마포래미안푸르지오3단지,777,84.8919,2,2014,160000,1884.7498995781693,764,1
40778,40778,11440,아현동,2020-08-25,마포래미안푸르지오2단지,777,114.588,10,2014,189000,1649.387370405278,764,1
40779,40779,11440,아현동,2020-08-26,마포래미안푸르지오4단지,777,84.5978,19,2014,171500,2027.239479040826,764,1
40780,40780,11440,아현동,2020-08-26,아현아이파크,802,84.9668,27,2017,151000,1777.1647278701798,764,1
40791,40791,11440,염리동,2020-08-29,상록,515-1,58.71,12,1997,78800,1342.1904275251234,764,1
40792,40792,11440,염리동,2020-08-29,염리삼성래미안,520,59.76,12,2001,97500,1631.5261044176707,764,1
40793,40793,11440,염리동,2020-08-29,상록,515-1,58.71,16,1997,79500,1354.1134389371487,764,1
40806,40806,11440,중동,2020-08-28,울트라월드컵(참누리),398,84.9406,8,2006,105000,1236.1579739253077,764,1
40819,40819,11440,창전동,2020-08-24,서강예가,444,59.983000000000004,3,2007,111700,1862.194288381708,764,1
40820,40820,11440,창전동,2020-08-25,신촌태영데시앙,439,84.97,10,2003,70000,823.8201718253501,764,1
40821,40821,11440,창전동,2020-08-29,서강오벨리스크스위트,442,84.96,13,2007,97500,1147.5988700564972,764,1
40833,40833,11440,현석동,2020-08-27,강변힐스테이트,222,84.85,11,2004,130000,1532.115497937537,764,1
