,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
29234,29234,11260,망우동,2017-07-30,중랑숲리가,583,59.978,3,2012,37000,616.8928607155957,604,1
29310,29310,11260,면목동,2017-07-31,경남아너스빌,1529,51.428999999999995,4,2006,36500,709.7163079196563,604,1
29311,29311,11260,면목동,2017-07-31,현대,1502,84.09,8,1994,43500,517.3028897609704,604,1
29312,29312,11260,면목동,2017-07-31,용마한신,1077-1,82.39,4,1990,35800,434.51875227576164,604,1
29313,29313,11260,면목동,2017-07-31,신우,1518,59.92,17,1998,29800,497.3297730307076,604,1
29314,29314,11260,면목동,2017-07-31,용마한신,1077-1,59.22,10,1990,33400,563.9986491050321,604,1
29315,29315,11260,면목동,2017-07-31,두산5,1522-1,134.7,15,2000,56500,419.45063103192285,604,1
29316,29316,11260,면목동,2017-07-31,대원칸타빌,581,105.9035,12,2003,50000,472.1279277833122,604,1
29317,29317,11260,면목동,2017-07-31,용마금호타운,494,84.9,13,1992,40900,481.74322732626615,604,1
29318,29318,11260,면목동,2017-07-31,용마산하늘채,1537,84.6147,8,2015,57000,673.6418140110407,604,1
29319,29319,11260,면목동,2017-07-31,늘푸른동아,715,84.97,3,2002,40000,470.7543839002001,604,1
29389,29389,11260,묵동,2017-07-30,공감대,171-4,59.958999999999996,14,2005,34500,575.393185343318,604,1
29436,29436,11260,상봉동,2017-07-30,태영데시앙1,497,84.9353,9,2003,44000,518.041379732573,604,1
29437,29437,11260,상봉동,2017-07-31,프레미어스엠코,500,111.56,15,2013,70500,631.9469343850842,604,1
29599,29599,11260,신내동,2017-07-31,신내9진흥,657,39.84,2,1996,21300,534.6385542168674,604,1
29600,29600,11260,신내동,2017-07-31,동성4,591,59.4,7,1997,29000,488.2154882154882,604,1
29601,29601,11260,신내동,2017-07-31,신내6대주,650,39.84,7,1996,24900,625.0,604,1
29602,29602,11260,신내동,2017-07-31,성원,783,84.91,14,1994,38000,447.53268166293725,604,1
29603,29603,11260,신내동,2017-07-31,신내우디안1단지,816,84.65,8,2014,45000,531.6007088009451,604,1
29604,29604,11260,신내동,2017-07-31,신내우디안1단지,816,84.94,4,2014,45000,529.785731104309,604,1
29605,29605,11260,신내동,2017-07-31,라이프미성,487,59.6,6,1992,23000,385.90604026845637,604,1
29606,29606,11260,신내동,2017-07-31,신내11대명,661,39.76,7,1996,22400,563.3802816901409,604,1
29631,29631,11260,중화동,2017-07-31,한신2,450,59.76,7,1998,34500,577.3092369477912,604,1
29632,29632,11260,중화동,2017-07-31,한신1차,450,84.03,25,1997,43000,511.722004046174,604,1
29633,29633,11260,망우동,2017-08-01,청광,575,83.4564,9,2001,33000,395.41604957798324,604,1
29634,29634,11260,망우동,2017-08-01,금호어울림(580),580,115.28,14,2006,45500,394.6911866759195,604,1
29635,29635,11260,망우동,2017-08-02,경남,226,81.91,3,1989,31000,378.4641679892565,604,1
29636,29636,11260,망우동,2017-08-04,EG Soul Leader,506-8,13.42,10,2012,10000,745.156482861401,604,1
29637,29637,11260,망우동,2017-08-04,중랑숲리가,583,110.91799999999999,9,2012,54000,486.84613858886746,604,1
29648,29648,11260,면목동,2017-08-01,한신,193-1,84.92,8,1988,36500,429.81629769194535,604,1
29649,29649,11260,면목동,2017-08-01,용마동아,1499,84.88,6,1993,37500,441.8001885014138,604,1
29650,29650,11260,면목동,2017-08-01,늘푸른동아,715,84.97,3,2002,42300,497.8227609744616,604,1
29651,29651,11260,면목동,2017-08-01,면목동2차미소지움아파트,1530,81.96,2,2005,38000,463.6408003904344,604,1
29652,29652,11260,면목동,2017-08-02,경남아너스빌,1529,84.961,10,2006,50500,594.3903673450171,604,1
29653,29653,11260,면목동,2017-08-02,두산5,1522-1,59.97,22,2000,37500,625.312656328164,604,1
29654,29654,11260,면목동,2017-08-03,성원상떼빌,1515,84.96,1,1997,33000,388.41807909604523,604,1
29655,29655,11260,면목동,2017-08-03,풍림,1514,59.4,11,1997,29900,503.3670033670034,604,1
29656,29656,11260,면목동,2017-08-03,신우,1518,84.66,1,1998,27500,324.82872667139145,604,1
29657,29657,11260,면목동,2017-08-03,현대휴온,1535,18.17,3,2013,12000,660.4292790313704,604,1
29658,29658,11260,면목동,2017-08-04,한신,193-1,84.92,8,1988,37000,435.70419218087613,604,1
29659,29659,11260,면목동,2017-08-04,용마한신,1077-1,59.22,8,1990,32900,555.5555555555555,604,1
29660,29660,11260,면목동,2017-08-05,현대,1502,84.99,8,1994,40500,476.52665019414053,604,1
29661,29661,11260,면목동,2017-08-05,성원상떼빌,1515,59.91,17,1997,30000,500.7511266900351,604,1
29692,29692,11260,묵동,2017-08-01,우성,245-64,48.13,4,1975,17000,353.2100560980677,604,1
29693,29693,11260,묵동,2017-08-01,동구햇살,388,84.85,7,2004,38900,458.4560989982322,604,1
