,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
13250,13250,11140,신당동,2020-11-30,남산타운,844,114.88,3,2002,141000,1227.3676880222843,778,1
13251,13251,11140,신당동,2020-11-30,청구e편한세상,852,84.96,15,2011,145000,1706.6854990583806,778,1
13271,13271,11140,만리동2가,2020-12-05,서울역한라비발디센트럴,288,84.9728,5,2018,149000,1753.5022972056938,778,1
13273,13273,11140,묵정동,2020-12-01,충무,11월 02일,54.18,7,1982,46000,849.0217792543374,778,1
13275,13275,11140,순화동,2020-12-05,순화동더샵,151,84.99,24,2007,110000,1294.269914107542,778,1
13278,13278,11140,신당동,2020-12-01,약수하이츠,842,114.92,1,1999,120000,1044.2046641141665,778,1
13279,13279,11140,신당동,2020-12-01,래미안하이베르,851,59.74,5,2011,102000,1707.3987278205557,778,1
13280,13280,11140,신당동,2020-12-02,노블레스2,432-1653,74.1,4,2002,70000,944.6693657219973,778,1
13281,13281,11140,신당동,2020-12-02,푸른마을(432-921),432-921,59.94,4,2000,19500,325.32532532532537,778,1
13282,13282,11140,신당동,2020-12-03,남산타운,844,114.88,18,2002,154000,1340.5292479108637,778,1
13283,13283,11140,신당동,2020-12-05,남산타운,844,59.94,3,2002,94500,1576.5765765765766,778,1
13284,13284,11140,신당동,2020-12-05,성지,333-9,56.8,2,2002,50500,889.0845070422536,778,1
13285,13285,11140,신당동,2020-12-05,래미안하이베르,851,59.74,13,2011,106000,1774.3555406762637,778,1
13286,13286,11140,신당동,2020-12-05,신당푸르지오,850,145.1,5,2005,150000,1033.7698139214335,778,1
13287,13287,11140,신당동,2020-12-05,남산타운,844,59.94,14,2002,101500,1693.3600266933602,778,1
13288,13288,11140,신당동,2020-12-05,약수하이츠,842,57.63,12,1999,84500,1466.2502169009197,778,1
13333,13333,11140,황학동,2020-12-04,롯데캐슬,2545,84.97,8,2008,104000,1223.9613981405203,778,1
13347,13347,11140,회현동2가,2020-12-03,쌍용남산플래티넘,87,177.0,16,2010,180000,1016.9491525423729,778,1
