,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
19554,19554,11305,미아동,2019-03-05,미아1차래미안,797,59.9,4,2006,46800,781.3021702838064,687,1
19555,19555,11305,미아동,2019-03-06,에스케이북한산시티,1353,59.98,1,2004,40500,675.2250750250083,687,1
19556,19556,11305,미아동,2019-03-06,벽산라이브파크,1354,60.0,19,2004,40000,666.6666666666666,687,1
19557,19557,11305,미아동,2019-03-07,삼성래미안트리베라2단지,812,84.15,7,2010,67000,796.197266785502,687,1
19558,19558,11305,미아동,2019-03-09,에스케이북한산시티,1353,114.85,1,2004,55000,478.885502829778,687,1
19559,19559,11305,미아동,2019-03-09,에스케이북한산시티,1353,59.98,15,2004,41000,683.5611870623542,687,1
19560,19560,11305,미아동,2019-03-09,삼성래미안트리베라2단지,812,84.29,3,2010,67500,800.8067386404081,687,1
19561,19561,11305,미아동,2019-03-09,꿈의숲롯데캐슬,4,84.98,10,2017,71500,841.3744410449517,687,1
19587,19587,11305,번동,2019-03-03,다우(459-63),459-63,49.53,2,2003,17100,345.24530587522713,687,1
19588,19588,11305,번동,2019-03-04,한솔솔파크,138,84.88,2,2005,46000,541.9415645617343,687,1
19589,19589,11305,번동,2019-03-04,주공4단지,234,59.22,8,1991,30000,506.5856129685917,687,1
19590,19590,11305,번동,2019-03-05,기산그린,191,84.94,16,2000,37500,441.4881092535908,687,1
19591,19591,11305,번동,2019-03-09,효성인텔리안,418-3,40.99,17,2005,21700,529.3974140034154,687,1
19598,19598,11305,수유동,2019-03-04,삼성타운,338-1,81.61,4,2008,18000,220.56120573459134,687,1
19599,19599,11305,수유동,2019-03-05,극동,553-61,159.28,3,1992,49000,307.6343545956806,687,1
19600,19600,11305,수유동,2019-03-07,수유현대,729,59.67,7,2000,32500,544.6623093681917,687,1
