,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
15972,15972,11650,반포동,2010-08-29,반포자이,20-43,84.98200000000001,17,2009,132500,1559.1537031371347,243,1
15973,15973,11650,반포동,2010-08-30,현대반포빌라트B,Jan-77,242.92,2,1997,146000,601.0209122344805,243,1
15974,15974,11650,반포동,2010-08-31,반포미도,Apr-60,84.96,6,1987,73000,859.2278719397364,243,1
15975,15975,11650,반포동,2010-08-31,에이아이디차관주택,968,72.51,4,1974,117500,1620.4661426010205,243,1
15976,15976,11650,반포동,2010-08-31,반포미도,Apr-60,84.96,14,1987,76000,894.5386064030132,243,1
16002,16002,11650,방배동,2010-08-29,삼호 1동~3동,770-1,81.39,6,1975,54000,663.4721710283818,243,1
16003,16003,11650,방배동,2010-08-30,래미안방배아트힐(1008-2),1008-2,127.61,18,2004,114500,897.2651046156258,243,1
16004,16004,11650,방배동,2010-08-30,방배디오슈페리움Ⅰ,Feb-01,125.79,11,2006,100000,794.9757532395262,243,1
16005,16005,11650,방배동,2010-08-31,퍼시픽56차,929-4,83.88,2,2004,42500,506.67620410109686,243,1
16006,16006,11650,방배동,2010-08-31,리첸시아 방배,755-14,146.71,4,2010,141800,966.5326153636425,243,1
16007,16007,11650,방배동,2010-08-31,리첸시아 방배,755-14,134.22,6,2010,130200,970.049172999553,243,1
16008,16008,11650,방배동,2010-08-31,이연아마빌레,814-31,84.286,5,2006,51500,611.0148779156681,243,1
16009,16009,11650,방배동,2010-08-31,래미안방배아트힐(1008-2),1008-2,127.61,9,2004,106000,830.6559047096623,243,1
16010,16010,11650,방배동,2010-08-31,리첸시아 방배,755-14,146.71,3,2010,138100,941.3127939472428,243,1
16050,16050,11650,서초동,2010-08-30,유원서초,1687,84.82,8,1993,70000,825.2770572978072,243,1
16051,16051,11650,서초동,2010-08-30,롯데캐슬클래식,1312-3,133.45,7,2006,135000,1011.6148370176097,243,1
16052,16052,11650,서초동,2010-08-30,서초이오빌,1593-7,45.96,19,2003,20500,446.0400348128808,243,1
16053,16053,11650,서초동,2010-08-30,우정에쉐르,1355-24,77.39,6,2004,35500,458.7155963302752,243,1
16054,16054,11650,서초동,2010-08-31,우성1,1336,100.81,3,1979,82500,818.3711933339946,243,1
16066,16066,11650,양재동,2010-08-31,한솔로이젠트,11월 17일,84.65,17,2006,58000,685.1742468989959,243,1
16102,16102,11650,잠원동,2010-08-29,신반포12,May-50,75.79,5,1982,70800,934.1601794431982,243,1
16103,16103,11650,잠원동,2010-08-31,신반포2,73,107.31,8,1978,123000,1146.2119094213028,243,1
16104,16104,11650,잠원동,2010-08-31,신반포10,58-16,53.88,12,1981,52000,965.1076466221232,243,1
16105,16105,11650,반포동,2010-09-02,반포두산힐스빌,May-54,58.7,7,2001,39700,676.320272572402,243,1
16106,16106,11650,반포동,2010-09-02,한신15차,12,150.08,3,1982,212000,1412.5799573560766,243,1
16107,16107,11650,반포동,2010-09-02,반포자이,20-43,244.543,1,2009,230000,940.5298863594542,243,1
16108,16108,11650,반포동,2010-09-03,에이아이디차관주택,968,72.51,2,1974,115900,1598.4002206592193,243,1
16109,16109,11650,반포동,2010-09-04,반포 주공1단지,757,108.33,1,1973,177000,1633.896427582387,243,1
16130,16130,11650,방배동,2010-09-01,리첸시아 방배,755-14,149.91,11,2010,156300,1042.6255753452072,243,1
16131,16131,11650,방배동,2010-09-02,방배대우디오빌,866-20,29.6,16,2005,21450,724.6621621621621,243,1
16132,16132,11650,방배동,2010-09-03,래미안방배아트힐(1008-2),1008-2,127.61,16,2004,117500,920.774233994201,243,1
16133,16133,11650,방배동,2010-09-03,동부센트레빌,3275,134.04,20,2004,123000,917.6365264100269,243,1
16160,16160,11650,서초동,2010-09-01,서초이오빌,1593-7,45.96,12,2003,20900,454.7432550043516,243,1
16161,16161,11650,서초동,2010-09-01,서초삼성래미안,1641-1,84.89,5,2001,73000,859.9363882671693,243,1
16162,16162,11650,서초동,2010-09-01,우성3,1332,102.38,8,1980,79400,775.5420980660285,243,1
16163,16163,11650,서초동,2010-09-01,우성1,1336,100.25,3,1979,82000,817.9551122194514,243,1
16164,16164,11650,서초동,2010-09-01,서초아트자이,1583-10,144.3141,4,2009,159191,1103.08694715208,243,1
16165,16165,11650,서초동,2010-09-02,서초동두산위브2,1507-38,130.05,4,2005,55000,422.91426374471354,243,1
16166,16166,11650,서초동,2010-09-02,서초이오빌,1593-7,45.96,17,2003,19600,426.4577893820714,243,1
16167,16167,11650,서초동,2010-09-02,삼호1차,1310,104.01,9,1979,77500,745.1206614748581,243,1
16168,16168,11650,서초동,2010-09-02,삼호1차,1310,88.62,14,1979,65800,742.4960505529225,243,1
