,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
14180,14180,11620,봉천동,2012-06-25,낙성대현대홈타운,1713,84.92299999999999,9,2002,49500,582.8809627544954,338,1
14181,14181,11620,봉천동,2012-06-26,벽산타운II,1716,57.36,1,2003,23000,400.97629009762903,338,1
14182,14182,11620,봉천동,2012-06-26,관악푸르지오,1717,84.2,14,2004,45000,534.4418052256532,338,1
14183,14183,11620,봉천동,2012-06-26,현대(관악),1000,116.72,13,1992,40500,346.9842357779301,338,1
14184,14184,11620,봉천동,2012-06-27,벽산블루밍,1718,59.99,3,2005,26000,433.40556759459906,338,1
14185,14185,11620,봉천동,2012-06-27,봉천우성,1706,84.96,3,2000,38800,456.68549905838046,338,1
14186,14186,11620,봉천동,2012-06-27,봉천우성,1706,59.76,10,2000,28800,481.9277108433735,338,1
14187,14187,11620,봉천동,2012-06-27,벽산블루밍,1718,84.99,8,2005,38200,449.46464289916463,338,1
14188,14188,11620,봉천동,2012-06-28,관악드림(삼성),1712,102.0,15,2003,48000,470.5882352941176,338,1
14189,14189,11620,봉천동,2012-06-29,봉천동아,1703,84.87,7,2000,35000,412.3954283021091,338,1
14220,14220,11620,신림동,2012-06-26,우방,1715,59.74,8,1999,26300,440.2410445262805,338,1
14221,14221,11620,신림동,2012-06-27,삼성산주공(주공3단지),1714,58.55,4,2000,24000,409.9060631938514,338,1
14222,14222,11620,신림동,2012-06-28,파로스프라자(1738-1),1738-1,84.17,3,2009,28000,332.66009266959725,338,1
14223,14223,11620,신림동,2012-06-29,신림현대,1694,119.49,12,1993,43500,364.0472006025609,338,1
14224,14224,11620,신림동,2012-06-30,신림동신도브래뉴,1722,81.42,16,2003,39500,485.1387865389339,338,1
