,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
10187,10187,11170,도원동,2015-02-23,삼성래미안,23,59.94,21,2001,42000,700.7007007007007,477,1
10188,10188,11170,도원동,2015-02-26,삼성래미안,23,59.94,3,2001,41500,692.3590256923591,477,1
10189,10189,11170,도원동,2015-02-26,삼성래미안,23,59.94,14,2001,41500,692.3590256923591,477,1
10190,10190,11170,도원동,2015-02-28,삼성래미안,23,84.69,3,2001,49700,586.8461447632542,477,1
10198,10198,11170,문배동,2015-02-23,이안용산1차(101동),11월 14일,84.99,9,2005,49500,582.421461348394,477,1
10199,10199,11170,문배동,2015-02-24,이안용산1차(101동),11월 14일,84.95,5,2005,50800,597.9988228369629,477,1
10201,10201,11170,보광동,2015-02-24,주미,260-6,69.45,5,1973,57000,820.7343412526998,477,1
10202,10202,11170,보광동,2015-02-27,리버빌(삼성),151,84.74,5,2000,56500,666.7453386830305,477,1
10203,10203,11170,보광동,2015-02-28,리버빌(삼성),151,59.7,12,2000,41500,695.142378559464,477,1
10204,10204,11170,보광동,2015-02-28,리버빌(삼성),151,84.96,8,2000,58000,682.6741996233523,477,1
10210,10210,11170,산천동,2015-02-24,한강타운,204,59.69,10,2001,31500,527.7265873680684,477,1
10211,10211,11170,산천동,2015-02-27,리버힐삼성,193,114.48,14,2001,58300,509.25925925925924,477,1
10227,10227,11170,원효로1가,2015-02-25,용산 더프라임,41,84.976,18,2014,70000,823.7620033891923,477,1
10228,10228,11170,원효로1가,2015-02-28,용산 더프라임,41,59.556999999999995,6,2014,52800,886.5456621387915,477,1
10232,10232,11170,원효로4가,2015-02-24,산호,118-16,86.12,3,1977,57000,661.8671620993962,477,1
10233,10233,11170,원효로4가,2015-02-25,산호,118-16,86.12,1,1977,51500,598.0027868091036,477,1
10234,10234,11170,원효로4가,2015-02-25,산호,118-16,86.12,4,1977,56000,650.2554575011611,477,1
10285,10285,11170,이촌동,2015-02-24,이촌코오롱(A),412,59.82,2,1999,48000,802.407221664995,477,1
10286,10286,11170,이촌동,2015-02-24,삼익,300-301,112.43,12,1979,73500,653.7401049541937,477,1
10287,10287,11170,이촌동,2015-02-24,이촌코오롱(A),412,59.82,1,1999,45800,765.6302240053494,477,1
10288,10288,11170,이촌동,2015-02-25,한가람,404,59.88,7,1998,59250,989.4789579158316,477,1
10289,10289,11170,이촌동,2015-02-25,우성,399-1,58.2,14,1995,50400,865.979381443299,477,1
10290,10290,11170,이촌동,2015-02-27,한강(대우),415,84.98,5,2000,76000,894.328077194634,477,1
10291,10291,11170,이촌동,2015-02-28,대림,395,84.78,3,1994,68500,807.9735786742156,477,1
10292,10292,11170,이촌동,2015-02-28,삼익,300-301,104.86,5,1979,77000,734.3124165554073,477,1
10293,10293,11170,이촌동,2015-02-28,삼익,300-301,104.86,6,1979,75000,715.2393667747473,477,1
10298,10298,11170,이태원동,2015-02-23,남산대림,729,59.92,5,1994,49600,827.7703604806409,477,1
10307,10307,11170,한강로2가,2015-02-25,용산파크e-편한세상,417,84.67,16,2007,63000,744.0651942836896,477,1
10308,10308,11170,한강로2가,2015-02-26,용산파크e-편한세상,417,84.67,21,2007,65500,773.5915908822487,477,1
10309,10309,11170,한강로2가,2015-02-28,한강로대우아이빌,02월 11일,34.02,14,2004,25000,734.861845972957,477,1
10310,10310,11170,한강로2가,2015-02-28,용산파크e-편한세상,417,84.67,16,2007,63500,749.9704736034014,477,1
10313,10313,11170,한강로3가,2015-02-25,쌍용스윗닷홈,89,84.97,6,2003,59900,704.9546898905496,477,1
10314,10314,11170,한강로3가,2015-02-25,우림필유,91,84.99,12,2006,57700,678.9034004000471,477,1
10325,10325,11170,한남동,2015-02-24,리버탑,802,84.77,2,2001,51000,601.6279344107586,477,1
10326,10326,11170,한남동,2015-02-24,한성1,04월 29일,54.38,6,1974,25000,459.7278411180581,477,1
10327,10327,11170,한남동,2015-02-25,한남더힐,810,244.74900000000002,3,2011,770000,3146.080269990888,477,1
10328,10328,11170,한남동,2015-02-25,한남더힐,810,59.68600000000001,2,2011,104000,1742.4521663371643,477,1
10329,10329,11170,한남동,2015-02-26,한남동리첸시아,Jan-72,51.08,8,2004,50000,978.8566953797964,477,1
10330,10330,11170,한남동,2015-02-26,시범,1-349,69.42,2,1970,45000,648.2281763180639,477,1
10331,10331,11170,한남동,2015-02-26,한남힐스테이트,807,84.785,7,2003,68000,802.028660730082,477,1
10332,10332,11170,한남동,2015-02-28,한남동동원베네스트,522-1,59.98,3,2010,44000,733.5778592864289,477,1
10333,10333,11170,한남동,2015-02-28,한남동동원베네스트,522-1,102.59,8,2010,69500,677.4539428794229,477,1
10340,10340,11170,효창동,2015-02-25,효창파크푸르지오,274,59.41,7,2010,52800,888.739269483252,477,1
