,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
25927,25927,11500,내발산동,2013-03-31,우장산힐스테이트,657,84.98,4,2005,54000,635.4436337961873,378,1
25928,25928,11500,내발산동,2013-03-31,마곡수명산파크4단지,753,84.76,6,2008,38500,454.2236904200094,378,1
25929,25929,11500,내발산동,2013-03-31,마곡수명산파크1단지,742,84.82,1,2007,45000,530.5352511200189,378,1
25989,25989,11500,등촌동,2013-03-31,"등촌7,8단지주공아파트",707,41.85,14,1994,19600,468.33930704898444,378,1
26220,26220,11500,화곡동,2013-03-31,풍원팰리스,925-5,43.8,10,2012,20000,456.62100456621005,378,1
26221,26221,11500,가양동,2013-04-01,가양2단지(성지),1461,39.6,7,1992,17000,429.2929292929293,378,1
26222,26222,11500,가양동,2013-04-02,강나루2현대,448,84.99,18,2001,39800,468.29038710436527,378,1
26223,26223,11500,가양동,2013-04-02,한강타운,1460,84.99,7,1993,36200,425.9324626426639,378,1
26224,26224,11500,가양동,2013-04-02,가양6단지,1485,49.5,2,1992,23600,476.7676767676768,378,1
26225,26225,11500,가양동,2013-04-02,가양도시개발9-2단지,1490,39.6,13,1993,20950,529.040404040404,378,1
26226,26226,11500,가양동,2013-04-02,가양6단지,1485,58.65,14,1992,26750,456.09548167092925,378,1
26227,26227,11500,가양동,2013-04-02,가양우성,03월 14일,84.85,15,1990,34000,400.7071302298173,378,1
26228,26228,11500,가양동,2013-04-02,가양6단지,1485,39.6,10,1992,19000,479.7979797979798,378,1
26229,26229,11500,가양동,2013-04-03,강변,1475,49.5,13,1992,23100,466.6666666666667,378,1
26230,26230,11500,가양동,2013-04-03,강변,1475,34.44,5,1992,16800,487.8048780487805,378,1
26231,26231,11500,가양동,2013-04-03,가양강나루현대,448-1,59.76,11,1999,32700,547.1887550200803,378,1
26232,26232,11500,가양동,2013-04-04,가양2단지(성지),1461,34.44,9,1992,14500,421.0220673635308,378,1
26233,26233,11500,가양동,2013-04-05,가양6단지,1485,49.5,7,1992,27000,545.4545454545455,378,1
26234,26234,11500,가양동,2013-04-05,한보구암마을,1495,59.22,3,1999,24000,405.26849037487335,378,1
26235,26235,11500,가양동,2013-04-06,가양도시개발9-2단지,1490,34.44,8,1993,16000,464.5760743321719,378,1
26236,26236,11500,가양동,2013-04-06,한강타운,1460,84.99,14,1993,35500,417.6961995528886,378,1
26237,26237,11500,가양동,2013-04-06,대아,1459,101.97,4,1993,41000,402.0790428557419,378,1
26238,26238,11500,가양동,2013-04-06,한강타운,1460,84.99,4,1993,34500,405.9301094246382,378,1
26239,26239,11500,가양동,2013-04-06,한보구암마을,1495,84.39,1,1999,25500,302.1685033771774,378,1
26278,26278,11500,내발산동,2013-04-02,마곡수명산파크2단지,741,84.68,5,2007,38800,458.19555975436936,378,1
26279,26279,11500,내발산동,2013-04-02,낙원연립재건축조합아파트,708-14,69.96,1,2001,23800,340.19439679817043,378,1
26280,26280,11500,내발산동,2013-04-02,마곡수명산파크4단지,753,59.84,4,2008,29900,499.6657754010695,378,1
26281,26281,11500,내발산동,2013-04-02,우장산힐스테이트,657,84.98,1,2005,48300,568.3690280065898,378,1
26282,26282,11500,내발산동,2013-04-03,청솔샤르망1003동,735,84.5832,6,2005,35600,420.88736297515345,378,1
26283,26283,11500,내발산동,2013-04-03,우장산힐스테이트,657,59.98,6,2005,37000,616.8722907635879,378,1
26284,26284,11500,내발산동,2013-04-05,청솔101동,673-2,84.5332,8,2001,32500,384.46432880808965,378,1
26285,26285,11500,내발산동,2013-04-05,우장산타워빌,704-2,84.6,6,2002,30500,360.5200945626478,378,1
26315,26315,11500,등촌동,2013-04-01,대림,694,123.72,1,1995,55000,444.55221467830586,378,1
26316,26316,11500,등촌동,2013-04-01,대동황토방2,713,59.96,12,2003,31900,532.0213475650434,378,1
26317,26317,11500,등촌동,2013-04-01,부영,691-3,80.64,2,1994,33000,409.2261904761905,378,1
26318,26318,11500,등촌동,2013-04-01,주공3,688,58.14,7,1995,28000,481.59614723082217,378,1
26319,26319,11500,등촌동,2013-04-01,주공10,702,58.14,6,1995,26500,455.79635362917094,378,1
26320,26320,11500,등촌동,2013-04-01,등촌동보람쉬움아파트,641-4,84.51,12,2003,34000,402.3192521595077,378,1
26321,26321,11500,등촌동,2013-04-02,등촌동아이파크,715,84.9958,17,2004,48000,564.7337868459382,378,1
26322,26322,11500,등촌동,2013-04-02,심미에셈빌,634-13,82.65,5,2003,28500,344.8275862068965,378,1
26323,26323,11500,등촌동,2013-04-03,코오롱하늘채,714,59.95,10,2003,29000,483.73644703919933,378,1
26324,26324,11500,등촌동,2013-04-03,나성,635-6,59.826,6,2003,26200,437.9366830475044,378,1
26325,26325,11500,등촌동,2013-04-03,삼성한사랑1,632-4,84.99,4,1997,35500,417.6961995528886,378,1
26326,26326,11500,등촌동,2013-04-03,주공5,695,58.14,5,1995,27000,464.39628482972137,378,1
26327,26327,11500,등촌동,2013-04-04,"진로,미주아파트",701,84.96,13,1994,36000,423.7288135593221,378,1
26328,26328,11500,등촌동,2013-04-05,대동황토방2,713,114.99,3,2003,45200,393.07765892686325,378,1
26329,26329,11500,등촌동,2013-04-05,등촌6차보람,716,78.01,5,2005,32500,416.6132547109345,378,1
26330,26330,11500,등촌동,2013-04-05,"등촌1,2단지주공아파트",687,41.85,11,1995,17900,427.7180406212664,378,1
26331,26331,11500,등촌동,2013-04-05,대동황토방2,713,59.93,12,2003,31000,517.270148506591,378,1
26332,26332,11500,등촌동,2013-04-06,등촌동아이파크,715,165.8299,8,2004,70000,422.11929211800765,378,1
26333,26333,11500,등촌동,2013-04-06,주공3,688,58.14,10,1995,28000,481.59614723082217,378,1
26334,26334,11500,등촌동,2013-04-06,나성,635-6,59.826,2,2003,25000,417.8785143583057,378,1
26382,26382,11500,마곡동,2013-04-01,한솔솔파크,716,84.87,4,2005,37000,435.9608813479439,378,1
26383,26383,11500,마곡동,2013-04-04,한솔솔파크,716,79.24,13,2005,36000,454.31600201918224,378,1
26385,26385,11500,방화동,2013-04-01,방화4단지,831,134.61,1,1994,37800,280.81123244929796,378,1
26386,26386,11500,방화동,2013-04-01,길훈,201-1,65.88,3,1989,26000,394.6569520340012,378,1
26387,26387,11500,방화동,2013-04-02,치현마을동일스위트리버,880,84.9829,9,2004,32700,384.78329169750623,378,1
26388,26388,11500,방화동,2013-04-02,청솔,832,39.36,8,1994,16300,414.1260162601626,378,1
26389,26389,11500,방화동,2013-04-03,동성,817,64.65,14,1993,29900,462.4903325599381,378,1
26390,26390,11500,방화동,2013-04-03,마곡서광(치현마을),860,59.67,7,1998,22000,368.69448634154514,378,1
26391,26391,11500,방화동,2013-04-04,신동아,796,59.4,11,1995,24000,404.04040404040404,378,1
26392,26392,11500,방화동,2013-04-06,방신서광,871,84.3819,9,2003,29000,343.67559867696747,378,1
26393,26393,11500,방화동,2013-04-06,방화4단지,831,100.35,8,1994,44000,438.4653712007972,378,1
26443,26443,11500,염창동,2013-04-01,현대1,288,84.07,10,1994,30300,360.41394076364935,378,1
26444,26444,11500,염창동,2013-04-01,염창힐스테이트,306,84.74799999999999,17,2009,44250,522.1362156039081,378,1
26445,26445,11500,염창동,2013-04-02,현대1,288,84.77,6,1994,37800,445.9124690338563,378,1
26446,26446,11500,염창동,2013-04-02,염창2차보람,271-4,59.87,12,2005,31000,517.7885418406548,378,1
26447,26447,11500,염창동,2013-04-02,태영,270-1,59.97,18,1999,25500,425.2126063031516,378,1
26448,26448,11500,염창동,2013-04-02,강변한솔솔파크,300,84.97,7,2005,42000,494.2921030952101,378,1
26449,26449,11500,염창동,2013-04-02,월드메르디앙,297,84.98,3,2004,38000,447.164038597317,378,1
26450,26450,11500,염창동,2013-04-03,강변월드메르디앙,240-1,122.1243,1,2010,49610,406.2254604529975,378,1
26451,26451,11500,염창동,2013-04-03,태영,270-1,59.97,8,1999,25700,428.5476071369018,378,1
26452,26452,11500,염창동,2013-04-04,삼성한마음,244-2,59.94,3,1995,25500,425.42542542542543,378,1
