,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,면적당가격,거래주,count
18553,18553,11560,당산동,2012-09-18,드림시드,171-19,84.89,2,2005,30000,353.39851572623394,350,1
18555,18555,11560,당산동1가,2012-09-16,진로,01월 16일,59.4,17,1997,31200,525.2525252525253,350,1
18560,18560,11560,당산동2가,2012-09-20,대우,01월 16일,31.73,7,1999,16750,527.8915852505515,350,1
18568,18568,11560,당산동4가,2012-09-18,현대3,88,73.27,10,1988,34500,470.86119830762937,350,1
18569,18569,11560,당산동4가,2012-09-20,한강아파트,29,59.4,1,1999,25000,420.8754208754209,350,1
18570,18570,11560,당산동4가,2012-09-22,현대3,88,59.26,14,1988,28400,479.2440094498819,350,1
18580,18580,11560,당산동5가,2012-09-21,삼성래미안,42,115.78,19,2003,76000,656.4173432371739,350,1
18591,18591,11560,대림동,2012-09-18,현대1,785-1,84.75,4,1992,32000,377.5811209439528,350,1
18592,18592,11560,대림동,2012-09-18,한솔솔파크,1123,84.89,10,2008,45300,533.6317587466133,350,1
18593,18593,11560,대림동,2012-09-18,신대림자이2단지,1122,84.45,5,2007,40000,473.65304914150386,350,1
18594,18594,11560,대림동,2012-09-19,현대1,785-1,84.75,3,1992,30700,362.2418879056047,350,1
18595,18595,11560,대림동,2012-09-21,현대1,785-1,84.75,17,1992,32000,377.5811209439528,350,1
18596,18596,11560,대림동,2012-09-22,한솔솔파크,1123,84.89,2,2008,40000,471.19802096831194,350,1
18607,18607,11560,문래동3가,2012-09-17,문래힐스테이트,94,119.47,8,2003,64000,535.6993387461288,350,1
18608,18608,11560,문래동3가,2012-09-18,문래자이,54,84.98,21,2001,62250,732.5253000706048,350,1
18609,18609,11560,문래동3가,2012-09-20,문래자이,54,121.53,22,2001,77500,637.7026248662881,350,1
18624,18624,11560,신길동,2012-09-18,보라매두산위브,4497,84.95,2,2005,43000,506.1801059446733,350,1
18625,18625,11560,신길동,2012-09-20,삼두,02월 03일,34.92,2,1987,17000,486.8270332187858,350,1
18626,18626,11560,신길동,2012-09-21,삼성래미안,4934,114.87,10,2001,47000,409.1581788108296,350,1
18627,18627,11560,신길동,2012-09-22,남서울,3002,48.26,1,1975,19790,410.07045171985084,350,1
18628,18628,11560,신길동,2012-09-22,보라매경남아너스빌,4780,84.79,2,2005,41000,483.547588158981,350,1
18636,18636,11560,양평동1가,2012-09-21,신동아,20,61.59,9,1982,33000,535.801266439357,350,1
18644,18644,11560,양평동3가,2012-09-19,거성파스텔,Jan-90,84.99,21,1999,39500,464.76056006589016,350,1
18645,18645,11560,양평동3가,2012-09-22,현대6,101,59.98,10,2000,33000,550.1833944648216,350,1
18650,18650,11560,양평동5가,2012-09-18,동보,09월 01일,59.4,9,1998,27700,466.32996632996634,350,1
18651,18651,11560,양평동5가,2012-09-20,동보,09월 01일,59.4,2,1998,25500,429.29292929292933,350,1
18660,18660,11560,여의도동,2012-09-17,삼익,51,122.78,4,1974,68250,555.872291904219,350,1
18661,18661,11560,여의도동,2012-09-17,롯데캐슬엠파이어,36,225.31,36,2005,154000,683.5027295725889,350,1
18662,18662,11560,여의도동,2012-09-20,대교,41,95.5,3,1975,55000,575.9162303664922,350,1
18663,18663,11560,여의도동,2012-09-20,미성,37,101.29,11,1980,76000,750.3208608944614,350,1
18664,18664,11560,여의도동,2012-09-22,시범,50,118.12,4,1971,77500,656.112428039282,350,1
18676,18676,11560,영등포동,2012-09-18,영등포푸르지오,647,84.84,17,2002,42000,495.049504950495,350,1
18680,18680,11560,영등포동7가,2012-09-18,경남아너스빌,Jan-46,59.9,16,1998,30400,507.51252086811354,350,1
