,date,headline,keyword
0,2011.01.16. 오후 9:54,또 헛짚은 전세대책… 시장은 여전히 싸늘 “정부서 뭘 내놓긴 내놨나”,"[('또', 'O'), (' ', 'O'), ('헛짚은', 'O'), (' ', 'O'), ('전세대책…', 'O'), (' ', 'O'), ('시장은', 'O'), (' ', 'O'), ('여전히', 'O'), (' ', 'O'), ('싸늘', 'O'), (' ', 'O'), ('“', 'O'), ('정부', 'ORGANIZATION'), ('서', 'O'), (' ', 'O'), ('뭘', 'O'), (' ', 'O'), ('내놓긴', 'O'), (' ', 'O'), ('내놨나”', 'O')]"
1,2011.01.16. 오후 9:37,지난달 아파트 거래 4년 만에 최고,"[('지난달', 'DATE'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('거래', 'O'), (' ', 'O'), ('4년 만', 'DATE'), ('에', 'O'), (' ', 'O'), ('최고', 'O')]"
2,2011.01.16. 오후 9:31,광화문 교보빌딩 ‘달라졌네’,"[('광화문', 'LOCATION'), (' ', 'O'), ('교보빌딩', 'ARTIFACT'), (' ', 'O'), ('‘달라졌네’', 'O')]"
3,2011.01.16. 오후 9:31,전세대란 속 이사하려는데…신규입주 대단지·주변 지역 둘러보세요,"[('전세대란', 'O'), (' ', 'O'), ('속', 'O'), (' ', 'O'), ('이사하려는데…신규입주', 'O'), (' ', 'O'), ('대단지·주변', 'O'), (' ', 'O'), ('지역', 'O'), (' ', 'O'), ('둘러보세요', 'O')]"
4,2011.01.16. 오후 9:31,분양정보‘대학생 보금자리’ 공급 外,"[('분양정보‘', 'O'), ('대학생', 'OCCUPATION'), (' ', 'O'), ('보금자리’', 'O'), (' ', 'O'), ('공급', 'O'), (' ', 'O'), ('外', 'O')]"
5,2011.01.16. 오후 9:31,강남 보금자리 17일부터 청약 시작…‘세곡’ 청약금 2000만원 돼야 당첨 가능,"[('강남', 'LOCATION'), (' ', 'O'), ('보금자리', 'O'), (' ', 'O'), ('17일부터', 'DATE'), (' ', 'O'), ('청약', 'O'), (' ', 'O'), ('시작…‘', 'O'), ('세곡', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('청약금', 'O'), (' ', 'O'), ('2000만원', 'QUANTITY'), (' ', 'O'), ('돼야', 'O'), (' ', 'O'), ('당첨', 'O'), (' ', 'O'), ('가능', 'O')]"
6,2011.01.16. 오후 8:05,중소형 아파트 전셋값 상승 최고,"[('중소형', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('전셋값', 'O'), (' ', 'O'), ('상승', 'O'), (' ', 'O'), ('최고', 'O')]"
7,2011.01.16. 오후 8:03,아파트 거래 활기… 부동산 시장 훈풍부나,"[('아파트', 'O'), (' ', 'O'), ('거래', 'O'), (' ', 'O'), ('활기…', 'O'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('시장', 'O'), (' ', 'O'), ('훈풍부나', 'O')]"
8,2011.01.16. 오후 8:02,국토부 토지규제 ‘전봇대’ 뽑는다,"[('국토부', 'ORGANIZATION'), (' ', 'O'), ('토지규제', 'O'), (' ', 'O'), ('‘전봇대’', 'O'), (' ', 'O'), ('뽑는다', 'O')]"
9,2011.01.16. 오후 8:00,대법 분양보증 수수료 취득세 대상 아니다,"[('대법', 'ORGANIZATION'), (' ', 'O'), ('분양보증', 'O'), (' ', 'O'), ('수수료', 'O'), (' ', 'O'), ('취득세', 'CIVILIZATION'), (' ', 'O'), ('대상', 'O'), (' ', 'O'), ('아니다', 'O')]"
