,date,headline,keyword
0,2020.02.16. 오후 11:07,수용성규제 결론 못낸 당정청,"[('수용성규제', 'O'), (' ', 'O'), ('결론', 'O'), (' ', 'O'), ('못낸', 'O'), (' ', 'O'), ('당정청', 'O')]"
1,2020.02.16. 오후 10:52,당정청 16일 저녁 수용성 추가규제 논의로 만났지만 결론 못내,"[('당정청', 'O'), (' ', 'O'), ('16일', 'DATE'), (' ', 'O'), ('저녁', 'TIME'), (' ', 'O'), ('수용성', 'O'), (' ', 'O'), ('추가규제', 'O'), (' ', 'O'), ('논의로', 'O'), (' ', 'O'), ('만났지만', 'O'), (' ', 'O'), ('결론', 'O'), (' ', 'O'), ('못내', 'O')]"
2,2020.02.16. 오후 8:51,엄청 비싼 서울 집 누가 와서 샀나요…최근 4년 구매자 보니,"[('엄청', 'O'), (' ', 'O'), ('비싼', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('집', 'O'), (' ', 'O'), ('누가', 'O'), (' ', 'O'), ('와서', 'O'), (' ', 'O'), ('샀나요…', 'O'), ('최근 4년', 'DATE'), (' ', 'O'), ('구매자', 'CIVILIZATION'), (' ', 'O'), ('보니', 'O')]"
3,2020.02.16. 오후 8:51,‘포레나 거제 장평’ 817가구 분양,"[('‘', 'O'), ('포레나 거제 장평', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('817가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
4,2020.02.16. 오후 8:51,천안 ‘성성 레이크시티 두산위브’,"[('천안', 'LOCATION'), (' ', 'O'), ('‘', 'O'), ('성성 레이크시티', 'LOCATION'), (' ', 'O'), ('두산위브', 'ARTIFACT'), ('’', 'O')]"
5,2020.02.16. 오후 8:51,‘천안 청당 서희스타힐스’ 741가구,"[('‘', 'O'), ('천안', 'LOCATION'), (' ', 'O'), ('청당 서희스타힐스', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('741가구', 'QUANTITY')]"
6,2020.02.16. 오후 8:40,강효상 노태악 후보자 부동산 다운계약…노 후보자측 죄송,"[('강효상', 'PERSON'), (' ', 'O'), ('노태악', 'PERSON'), (' ', 'O'), ('후보자', 'CIVILIZATION'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('다운계약…', 'O'), ('노', 'PERSON'), (' ', 'O'), ('후보자', 'CIVILIZATION'), ('측', 'O'), (' ', 'O'), ('죄송', 'O')]"
7,2020.02.16. 오후 8:18,대림산업 머신 컨트롤 도입… 공사 진행 현황 실시간 파악,"[('대림산업', 'ORGANIZATION'), (' ', 'O'), ('머신 컨트롤', 'TERM'), (' ', 'O'), ('도입…', 'O'), (' ', 'O'), ('공사', 'O'), (' ', 'O'), ('진행', 'O'), (' ', 'O'), ('현황', 'O'), (' ', 'O'), ('실시간', 'O'), (' ', 'O'), ('파악', 'O')]"
8,2020.02.16. 오후 8:18,검암역 로열파크시티에 미니 에버랜드 조성,"[('검암역', 'LOCATION'), (' ', 'O'), ('로열파크시티', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('미니', 'O'), (' ', 'O'), ('에버랜드', 'LOCATION'), (' ', 'O'), ('조성', 'O')]"
9,2020.02.16. 오후 8:15,주거안정 키 잡은 변창흠號… 공공임대주택 공급 잰걸음,"[('주거안정', 'O'), (' ', 'O'), ('키', 'O'), (' ', 'O'), ('잡은', 'O'), (' ', 'O'), ('변창흠', 'PERSON'), ('號…', 'O'), (' ', 'O'), ('공공임대주택', 'O'), (' ', 'O'), ('공급', 'O'), (' ', 'O'), ('잰걸음', 'O')]"
10,2020.02.16. 오후 8:14,막오른 봄분양 … 로또청약 열풍 이어진다,"[('막오른', 'O'), (' ', 'O'), ('봄', 'DATE'), ('분양', 'O'), (' ', 'O'), ('…', 'O'), (' ', 'O'), ('로또청약', 'O'), (' ', 'O'), ('열풍', 'O'), (' ', 'O'), ('이어진다', 'O')]"
11,2020.02.16. 오후 8:00,설계 특화에 7호선 연장까지 양주옥정 유림노르웨이숲 1.8만명 몰려,"[('설계', 'O'), (' ', 'O'), ('특화에', 'O'), (' ', 'O'), ('7호선', 'ARTIFACT'), (' ', 'O'), ('연장까지', 'O'), (' ', 'O'), ('양주옥정', 'LOCATION'), (' ', 'O'), ('유림노르웨이숲', 'LOCATION'), (' ', 'O'), ('1.8만명', 'QUANTITY'), (' ', 'O'), ('몰려', 'O')]"
12,2020.02.16. 오후 7:40,사상 최대 재개발 한남3구역 재입찰…진흙탕 수주전 재현될까,"[('사상', 'O'), (' ', 'O'), ('최대', 'O'), (' ', 'O'), ('재개발', 'O'), (' ', 'O'), ('한남', 'LOCATION'), ('3구역', 'QUANTITY'), (' ', 'O'), ('재입찰…진흙탕', 'O'), (' ', 'O'), ('수주전', 'O'), (' ', 'O'), ('재현될까', 'O')]"
13,2020.02.16. 오후 6:56,종부세 납부 대상 고가주택 보유자 잠실 일대만 연 5655명 늘어 ‘최다’,"[('종부세', 'CIVILIZATION'), (' ', 'O'), ('납부', 'O'), (' ', 'O'), ('대상', 'O'), (' ', 'O'), ('고가주택', 'O'), (' ', 'O'), ('보유자', 'CIVILIZATION'), (' ', 'O'), ('잠실', 'LOCATION'), (' ', 'O'), ('일대만', 'O'), (' ', 'O'), ('연', 'O'), (' ', 'O'), ('5655명', 'QUANTITY'), (' ', 'O'), ('늘어', 'O'), (' ', 'O'), ('‘최다’', 'O')]"
14,2020.02.16. 오후 6:20,국토부 건축물 화재안전성능보강 보조금 지원,"[('국토부', 'ORGANIZATION'), (' ', 'O'), ('건축물', 'O'), (' ', 'O'), ('화재안전성능보강', 'O'), (' ', 'O'), ('보조금', 'CIVILIZATION'), (' ', 'O'), ('지원', 'O')]"
15,2020.02.16. 오후 6:20,왕십리미아상계 동북선 도시철도 2025년 개통,"[('왕십리미아상계', 'LOCATION'), (' ', 'O'), ('동북선', 'ARTIFACT'), (' ', 'O'), ('도시철도', 'ARTIFACT'), (' ', 'O'), ('2025년', 'DATE'), (' ', 'O'), ('개통', 'O')]"
16,2020.02.16. 오후 6:20,대전·부천·인천 등 7곳 우리 도시가 스마트하게 바뀝니다,"[('대전', 'CITY'), ('·', 'O'), ('부천', 'LOCATION'), ('·', 'O'), ('인천', 'CITY'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('7곳', 'QUANTITY'), (' ', 'O'), ('우리', 'O'), (' ', 'O'), ('도시가', 'O'), (' ', 'O'), ('스마트하게', 'O'), (' ', 'O'), ('바뀝니다', 'O')]"
17,2020.02.16. 오후 6:14,e편한세상 금산 센터하임 견본주택에 인파 몰려,"[('e편한세상 금산 센터하임', 'ARTIFACT'), (' ', 'O'), ('견본주택에', 'O'), (' ', 'O'), ('인파', 'O'), (' ', 'O'), ('몰려', 'O')]"
18,2020.02.16. 오후 5:43,수용성 규제 놓고 정부 고민… 숨고르기 이후 2차 상승 우려,"[('수용성', 'O'), (' ', 'O'), ('규제', 'O'), (' ', 'O'), ('놓고', 'O'), (' ', 'O'), ('정부', 'ORGANIZATION'), (' ', 'O'), ('고민…', 'O'), (' ', 'O'), ('숨고르기', 'O'), (' ', 'O'), ('이후', 'O'), (' ', 'O'), ('2차', 'QUANTITY'), (' ', 'O'), ('상승', 'O'), (' ', 'O'), ('우려', 'O')]"
