,date,headline,keyword
0,2007.07.08. 오후 9:54,남양주 진접·양주 고읍 1만가구 분양,"[('남양주', 'CITY'), (' ', 'O'), ('진접', 'LOCATION'), ('·', 'O'), ('양주', 'CITY'), (' ', 'O'), ('고읍', 'LOCATION'), (' ', 'O'), ('1만가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
1,2007.07.08. 오후 9:39,파주새도시 중소형 평당 900만원 될듯,"[('파주새도시', 'LOCATION'), (' ', 'O'), ('중소형', 'O'), (' ', 'O'), ('평당', 'O'), (' ', 'O'), ('900만원', 'QUANTITY'), (' ', 'O'), ('될듯', 'O')]"
2,2007.07.08. 오후 9:30,건설사 나눠먹기 입찰,"[('건설사', 'O'), (' ', 'O'), ('나눠먹기', 'O'), (' ', 'O'), ('입찰', 'O')]"
3,2007.07.08. 오후 8:51,대형 건설사들 정부 공사 입찰 담합 적발,"[('대형', 'O'), (' ', 'O'), ('건설사들', 'O'), (' ', 'O'), ('정부', 'ORGANIZATION'), (' ', 'O'), ('공사', 'O'), (' ', 'O'), ('입찰', 'O'), (' ', 'O'), ('담합', 'O'), (' ', 'O'), ('적발', 'O')]"
4,2007.07.08. 오후 8:35,대법원  한강 조망권 왜 인정 안했나… 일조권보다 엄격한 해석,"[('대법원', 'ORGANIZATION'), (' ', 'O'), ('한강', 'LOCATION'), (' ', 'O'), ('조망권', 'CIVILIZATION'), (' ', 'O'), ('왜', 'O'), (' ', 'O'), ('인정', 'O'), (' ', 'O'), ('안했나…', 'O'), (' ', 'O'), ('일조권', 'CIVILIZATION'), ('보다', 'O'), (' ', 'O'), ('엄격한', 'O'), (' ', 'O'), ('해석', 'O')]"
5,2007.07.08. 오후 8:15,줄잇는 호재...인천 부동산시장 후끈,"[('줄잇는', 'O'), (' ', 'O'), ('호재...', 'O'), ('인천', 'CITY'), (' ', 'O'), ('부동산시장', 'O'), (' ', 'O'), ('후끈', 'O')]"
6,2007.07.08. 오후 8:03,경·공매 시황 지난달 낙찰가율 78%…올들어 최고,"[('경·공매', 'O'), (' ', 'O'), ('시황', 'O'), (' ', 'O'), ('지난달', 'DATE'), (' ', 'O'), ('낙찰가율', 'O'), (' ', 'O'), ('78%', 'QUANTITY'), ('…', 'O'), ('올', 'DATE'), ('들어', 'O'), (' ', 'O'), ('최고', 'O')]"
7,2007.07.08. 오후 8:03,강북·수도권 외곽지역 전셋값 오름세,"[('강북', 'LOCATION'), ('·', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('외곽지역', 'O'), (' ', 'O'), ('전셋값', 'O'), (' ', 'O'), ('오름세', 'O')]"
8,2007.07.08. 오후 7:18,대법 한강조망권 파기 환송 의미,"[('대법', 'ORGANIZATION'), (' ', 'O'), ('한강조망권', 'CIVILIZATION'), (' ', 'O'), ('파기', 'O'), (' ', 'O'), ('환송', 'O'), (' ', 'O'), ('의미', 'O')]"
9,2007.07.08. 오후 6:42,한강변 아파트 조망권 법적 보호대상 아니다”,"[('한강변', 'LOCATION'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('조망권', 'O'), (' ', 'O'), ('법적', 'O'), (' ', 'O'), ('보호대상', 'O'), (' ', 'O'), ('아니다""', 'O')]"
10,2007.07.08. 오후 6:42,전세끼고 아파트 사기 수도권서 더 힘들어져,"[('전세끼고', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('사기', 'O'), (' ', 'O'), ('수도권', 'LOCATION'), ('서', 'O'), (' ', 'O'), ('더', 'O'), (' ', 'O'), ('힘들어져', 'O')]"
11,2007.07.08. 오후 6:39,입찰담합 7개 건설사 과징금 364억,"[('입찰담합', 'O'), (' ', 'O'), ('7개', 'QUANTITY'), (' ', 'O'), ('건설사', 'O'), (' ', 'O'), ('과징금', 'CIVILIZATION'), (' ', 'O'), ('364억', 'QUANTITY')]"
12,2007.07.08. 오후 6:35,하반기 공급 한강 조망 아파트… 유람선 내려다 보며 ‘커피 한잔’,"[('하반기', 'DATE'), (' ', 'O'), ('공급', 'O'), (' ', 'O'), ('한강', 'LOCATION'), (' ', 'O'), ('조망', 'O'), (' ', 'O'), ('아파트…', 'O'), (' ', 'O'), ('유람선', 'ARTIFACT'), (' ', 'O'), ('내려다', 'O'), (' ', 'O'), ('보며', 'O'), (' ', 'O'), ('‘', 'O'), ('커피', 'CIVILIZATION'), (' ', 'O'), ('한잔', 'QUANTITY'), ('’', 'O')]"
13,2007.07.08. 오후 6:32,집값 조정국면 오래간다,"[('집값', 'O'), (' ', 'O'), ('조정국면', 'O'), (' ', 'O'), ('오래간다', 'O')]"
14,2007.07.08. 오후 6:32,톡톡부동산 한강 조망권 인정 못한다,"[('톡톡부동산', 'ORGANIZATION'), (' ', 'O'), ('한강', 'LOCATION'), (' ', 'O'), ('조망권', 'O'), (' ', 'O'), ('인정', 'O'), (' ', 'O'), ('못한다', 'O')]"
15,2007.07.08. 오후 6:32,파주신도시 5400가구 9월 동시분양,"[('파주신도시', 'LOCATION'), (' ', 'O'), ('5400가구', 'QUANTITY'), (' ', 'O'), ('9월', 'DATE'), (' ', 'O'), ('동시분양', 'O')]"
16,2007.07.08. 오후 6:32,한화에코메트로 4226가구 청약,"[('한화에코메트로', 'ORGANIZATION'), (' ', 'O'), ('4226가구', 'QUANTITY'), (' ', 'O'), ('청약', 'O')]"
17,2007.07.08. 오후 6:32,반짝 상승했던 재건축아파트 다시 잠잠,"[('반짝', 'O'), (' ', 'O'), ('상승했던', 'O'), (' ', 'O'), ('재건축아파트', 'O'), (' ', 'O'), ('다시', 'O'), (' ', 'O'), ('잠잠', 'O')]"
18,2007.07.08. 오후 6:21,법원의 조망권 침해에 대한 시각,"[('법원', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('조망권', 'CIVILIZATION'), (' ', 'O'), ('침해에', 'O'), (' ', 'O'), ('대한', 'O'), (' ', 'O'), ('시각', 'O')]"
19,2007.07.08. 오후 6:21,신후식 국회팀장 집값 하락세 당분간 지속,"[('신후식', 'PERSON'), (' ', 'O'), ('국회', 'ORGANIZATION'), ('팀장', 'CIVILIZATION'), (' ', 'O'), ('집값', 'O'), (' ', 'O'), ('하락세', 'O'), (' ', 'O'), ('당분간', 'O'), (' ', 'O'), ('지속', 'O')]"
20,2007.07.08. 오후 6:03,부동산현대건설 회사채 신용등급 A로 상향 外,"[('부동산현대건설', 'ORGANIZATION'), (' ', 'O'), ('회사채', 'O'), (' ', 'O'), ('신용등급', 'O'), (' ', 'O'), ('A', 'QUANTITY'), ('로', 'O'), (' ', 'O'), ('상향', 'O'), (' ', 'O'), ('外', 'O')]"
21,2007.07.08. 오후 6:03,분양정보남양주 신창현 풍림아이원 外,"[('분양정보', 'O'), ('남양주', 'CITY'), (' ', 'O'), ('신창현', 'PERSON'), (' ', 'O'), ('풍림아이원', 'ORGANIZATION'), (' ', 'O'), ('外', 'O')]"
22,2007.07.08. 오후 6:03,서울·수도권 새 역세권 유망단지 어디,"[('서울', 'CITY'), ('·', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('새', 'O'), (' ', 'O'), ('역세권', 'O'), (' ', 'O'), ('유망단지', 'O'), (' ', 'O'), ('어디', 'O')]"
23,2007.07.08. 오후 5:57,용산 리바뷰 아파트 한강조망권 인정못해,"[('용산', 'LOCATION'), (' ', 'O'), ('리바뷰 아파트', 'ARTIFACT'), (' ', 'O'), ('한강', 'LOCATION'), ('조망권', 'O'), (' ', 'O'), ('인정못해', 'O')]"
24,2007.07.08. 오후 5:53,건설사 정부공사 입찰 담합,"[('건설사', 'O'), (' ', 'O'), ('정부', 'ORGANIZATION'), ('공사', 'O'), (' ', 'O'), ('입찰', 'O'), (' ', 'O'), ('담합', 'O')]"
25,2007.07.08. 오후 5:53,종부세 불복 작년 12배 증가,"[('종부세', 'CIVILIZATION'), (' ', 'O'), ('불복', 'O'), (' ', 'O'), ('작년', 'DATE'), (' ', 'O'), ('12배', 'QUANTITY'), (' ', 'O'), ('증가', 'O')]"
26,2007.07.08. 오후 5:45,“내집 장만하는데 더위쯤이야”,"[('“내집', 'O'), (' ', 'O'), ('장만하는데', 'O'), (' ', 'O'), ('더위쯤이야”', 'O')]"
27,2007.07.08. 오후 5:45,현대·삼성·GS 용인 분양 ‘속앓이’,"[('현대', 'ORGANIZATION'), ('·', 'O'), ('삼성', 'ORGANIZATION'), ('·', 'O'), ('GS', 'ORGANIZATION'), (' ', 'O'), ('용인', 'CITY'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('‘속앓이’', 'O')]"
28,2007.07.08. 오후 5:45,8월 비수기에 4만7천가구 쏟아진다,"[('8월', 'DATE'), (' ', 'O'), ('비수기에', 'O'), (' ', 'O'), ('4만7천가구', 'QUANTITY'), (' ', 'O'), ('쏟아진다', 'O')]"
29,2007.07.08. 오후 5:45,준공업지역 규제완화，주택 70만가구 공급확대 효과,"[('준공업지역', 'O'), (' ', 'O'), ('규제완화，주택', 'O'), (' ', 'O'), ('70만가구', 'QUANTITY'), (' ', 'O'), ('공급확대', 'O'), (' ', 'O'), ('효과', 'O')]"
30,2007.07.08. 오후 5:42,‘중대형 갈아타기’ 신도시 인근으로…파주 등 미분양 많아,"[('‘중대형', 'O'), (' ', 'O'), ('갈아타기’', 'O'), (' ', 'O'), ('신도시', 'O'), (' ', 'O'), ('인근으로…', 'O'), ('파주', 'CITY'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('미분양', 'O'), (' ', 'O'), ('많아', 'O')]"
31,2007.07.08. 오후 5:42,이번주 분양일정 7월9일∼13일,"[('이번주', 'DATE'), (' ', 'O'), ('분양일정', 'O'), (' ', 'O'), ('7월9일∼13일', 'DATE')]"
32,2007.07.08. 오후 5:39,평창 유치실패로 부동산시장도 꽁꽁,"[('평창', 'LOCATION'), (' ', 'O'), ('유치실패로', 'O'), (' ', 'O'), ('부동산시장도', 'O'), (' ', 'O'), ('꽁꽁', 'O')]"
33,2007.07.08. 오후 5:12,송도 국제도시 경제자유구역 지정 4년 14공구 매립 완료… 개발사업 순항,"[('송도 국제도시 경제자유구역', 'LOCATION'), (' ', 'O'), ('지정', 'O'), (' ', 'O'), ('4년', 'DATE'), (' ', 'O'), ('14공구', 'QUANTITY'), (' ', 'O'), ('매립', 'O'), (' ', 'O'), ('완료…', 'O'), (' ', 'O'), ('개발사업', 'O'), (' ', 'O'), ('순항', 'O')]"
34,2007.07.08. 오후 5:12,송도 국제도시 경제자유구역 지정 4년 대기업 진입 쉽도록 수도권 규제 풀어야,"[('송도', 'LOCATION'), (' ', 'O'), ('국제도시', 'O'), (' ', 'O'), ('경제자유구역', 'LOCATION'), (' ', 'O'), ('지정', 'O'), (' ', 'O'), ('4년', 'DATE'), (' ', 'O'), ('대기업', 'O'), (' ', 'O'), ('진입', 'O'), (' ', 'O'), ('쉽도록', 'O'), (' ', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('규제', 'O'), (' ', 'O'), ('풀어야', 'O')]"
35,2007.07.08. 오후 5:12,송도 국제도시 경제자유구역 지정 4년 조망권 좋은 친환경 단지,"[('송도 국제도시 경제자유구역', 'LOCATION'), (' ', 'O'), ('지정', 'O'), (' ', 'O'), ('4년', 'DATE'), (' ', 'O'), ('조망권', 'O'), (' ', 'O'), ('좋은', 'O'), (' ', 'O'), ('친환경', 'O'), (' ', 'O'), ('단지', 'O')]"
