,date,headline,keyword
0,2006.05.21. 오후 10:45,토지 규제상태 인터넷으로 확인하세요,"[('토지', 'O'), (' ', 'O'), ('규제상태', 'O'), (' ', 'O'), ('인터넷으로', 'O'), (' ', 'O'), ('확인하세요', 'O')]"
1,2006.05.21. 오후 8:57,5월 22일 부동산 파일,"[('5월 22일', 'DATE'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('파일', 'O')]"
2,2006.05.21. 오후 8:57,5월 22일 부동산 캘린더,"[('5월 22일', 'DATE'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('캘린더', 'O')]"
3,2006.05.21. 오후 8:57,영·호남 업체 대거 출동…이달말 7889가구 분양,"[('영', 'LOCATION'), ('·', 'O'), ('호남', 'LOCATION'), (' ', 'O'), ('업체', 'O'), (' ', 'O'), ('대거', 'O'), (' ', 'O'), ('출동…', 'O'), ('이달말', 'DATE'), (' ', 'O'), ('7889가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
4,2006.05.21. 오후 8:57,새도시 아파트값 상승률 코스피 상승률 2배 넘어,"[('새도시', 'O'), (' ', 'O'), ('아파트값', 'O'), (' ', 'O'), ('상승률', 'O'), (' ', 'O'), ('코스피', 'ORGANIZATION'), (' ', 'O'), ('상승률', 'O'), (' ', 'O'), ('2배', 'QUANTITY'), (' ', 'O'), ('넘어', 'O')]"
5,2006.05.21. 오후 8:51,13억 도곡렉슬 8억에 팝니다,"[('13억', 'QUANTITY'), (' ', 'O'), ('도곡렉슬', 'ARTIFACT'), (' ', 'O'), ('8억', 'QUANTITY'), ('에', 'O'), (' ', 'O'), ('팝니다', 'O')]"
6,2006.05.21. 오후 8:48,“거품” “웬 거품” 엇갈리는 집값,"[('“거품”', 'O'), (' ', 'O'), ('“웬', 'O'), (' ', 'O'), ('거품”', 'O'), (' ', 'O'), ('엇갈리는', 'O'), (' ', 'O'), ('집값', 'O')]"
7,2006.05.21. 오후 8:45,‘버블세븐’ 지역 부동산시장 바닥훑어보니,"[('‘버블세븐’', 'O'), (' ', 'O'), ('지역', 'O'), (' ', 'O'), ('부동산시장', 'O'), (' ', 'O'), ('바닥훑어보니', 'O')]"
8,2006.05.21. 오후 8:45,“부동산 거품 꺼지며 복합불황 우려”,"[('“부동산', 'O'), (' ', 'O'), ('거품', 'O'), (' ', 'O'), ('꺼지며', 'O'), (' ', 'O'), ('복합불황', 'O'), (' ', 'O'), ('우려”', 'O')]"
9,2006.05.21. 오후 8:36,내집 마련 ‘월소득 100배짜리’ 적당,"[('내집', 'O'), (' ', 'O'), ('마련', 'O'), (' ', 'O'), ('‘월소득', 'O'), (' ', 'O'), ('100배짜리', 'QUANTITY'), ('’', 'O'), (' ', 'O'), ('적당', 'O')]"
