,date,headline,keyword
0,2015.04.12. 오후 9:52,전세 시황 세입자 증가세 주춤… 서울·수도권 상승폭 둔화,"[('전세', 'O'), (' ', 'O'), ('시황', 'O'), (' ', 'O'), ('세입자', 'CIVILIZATION'), (' ', 'O'), ('증가세', 'O'), (' ', 'O'), ('주춤…', 'O'), (' ', 'O'), ('서울', 'CITY'), ('·', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('상승폭', 'O'), (' ', 'O'), ('둔화', 'O')]"
1,2015.04.12. 오후 9:35,수도권 줄고 지방 늘고…5월 입주물량 ‘양극화’,"[('수도권', 'LOCATION'), (' ', 'O'), ('줄고', 'O'), (' ', 'O'), ('지방', 'LOCATION'), (' ', 'O'), ('늘고…', 'O'), ('5월', 'DATE'), (' ', 'O'), ('입주물량', 'O'), (' ', 'O'), ('‘양극화’', 'O')]"
2,2015.04.12. 오후 9:30,동탄2 복합 용지 공급,"[('동탄2', 'LOCATION'), (' ', 'O'), ('복합', 'O'), (' ', 'O'), ('용지', 'O'), (' ', 'O'), ('공급', 'O')]"
3,2015.04.12. 오후 9:24,빚내서라도 ‘전세 탈출’… 30대 아파트 청약 40대 앞질렀다,"[('빚내서라도', 'O'), (' ', 'O'), ('‘전세', 'O'), (' ', 'O'), ('탈출’…', 'O'), (' ', 'O'), ('30대', 'QUANTITY'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('청약', 'O'), (' ', 'O'), ('40대', 'QUANTITY'), (' ', 'O'), ('앞질렀다', 'O')]"
4,2015.04.12. 오후 9:23,분양 단신한신공영 ‘시흥 배곧 한신휴플러스’ 1358가구,"[('분양', 'O'), (' ', 'O'), ('단신한신공영', 'ORGANIZATION'), (' ', 'O'), ('‘', 'O'), ('시흥', 'LOCATION'), (' ', 'O'), ('배곧', 'LOCATION'), (' ', 'O'), ('한신휴플러스', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('1358가구', 'QUANTITY')]"
5,2015.04.12. 오후 9:23,서울 아파트 전셋값 상승세 한풀 꺾여,"[('서울', 'CITY'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('전셋값', 'O'), (' ', 'O'), ('상승세', 'O'), (' ', 'O'), ('한풀', 'O'), (' ', 'O'), ('꺾여', 'O')]"
6,2015.04.12. 오후 8:11,매매 시황 서울 매매가 0.1%↑… 3주째 상승률 변동없어,"[('매매', 'O'), (' ', 'O'), ('시황', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('매매가', 'O'), (' ', 'O'), ('0.1%', 'QUANTITY'), ('↑…', 'O'), (' ', 'O'), ('3주째', 'DATE'), (' ', 'O'), ('상승률', 'O'), (' ', 'O'), ('변동없어', 'O')]"
7,2015.04.12. 오후 7:35,박대통령 “남북 관통 하천 공동관리해야”,"[('박', 'PERSON'), ('대통령', 'CIVILIZATION'), (' ', 'O'), ('“', 'O'), ('남북', 'ORGANIZATION'), (' ', 'O'), ('관통', 'O'), (' ', 'O'), ('하천', 'O'), (' ', 'O'), ('공동관리해야”', 'O')]"
8,2015.04.12. 오후 7:03,지리정보원 국가기본도 업데이트 추진,"[('지리정보원', 'ORGANIZATION'), (' ', 'O'), ('국가기본도', 'O'), (' ', 'O'), ('업데이트', 'O'), (' ', 'O'), ('추진', 'O')]"
9,2015.04.12. 오후 6:55,초저금리에 중소형 빌딩 훨훨 난다,"[('초저금리에', 'O'), (' ', 'O'), ('중소형', 'O'), (' ', 'O'), ('빌딩', 'O'), (' ', 'O'), ('훨훨', 'O'), (' ', 'O'), ('난다', 'O')]"
10,2015.04.12. 오후 5:59,시흥 배곧 모델하우스 분양에 몰린 인파,"[('시흥', 'LOCATION'), (' ', 'O'), ('배곧', 'LOCATION'), (' ', 'O'), ('모델하우스', 'O'), (' ', 'O'), ('분양에', 'O'), (' ', 'O'), ('몰린', 'O'), (' ', 'O'), ('인파', 'O')]"
11,2015.04.12. 오후 5:48,주택거래 늘었지만…시장회복 아직 만족할 수준 아냐,"[('주택거래', 'O'), (' ', 'O'), ('늘었지만…시장회복', 'O'), (' ', 'O'), ('아직', 'O'), (' ', 'O'), ('만족할', 'O'), (' ', 'O'), ('수준', 'O'), (' ', 'O'), ('아냐', 'O')]"
12,2015.04.12. 오후 5:44,여수 웅천 사랑으로 부영 13차 공공임대 2084가구 공급,"[('여수', 'CITY'), (' ', 'O'), ('웅천 사랑으로', 'ORGANIZATION'), (' ', 'O'), ('부영', 'ORGANIZATION'), (' ', 'O'), ('13차', 'QUANTITY'), (' ', 'O'), ('공공임대', 'O'), (' ', 'O'), ('2084가구', 'QUANTITY'), (' ', 'O'), ('공급', 'O')]"
13,2015.04.12. 오후 5:41,톡톡 부동산 부실털고 명품 아파트 거듭난 세종미래도 포레스트,"[('톡톡', 'O'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('부실털고', 'O'), (' ', 'O'), ('명품', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('거듭난', 'O'), (' ', 'O'), ('세종미래도 포레스트', 'ARTIFACT')]"
14,2015.04.12. 오후 5:41,개포주공1·은마·잠실주공5 … 이름값 못하네,"[('개포주공', 'LOCATION'), ('1', 'QUANTITY'), ('·', 'O'), ('은마', 'LOCATION'), ('·', 'O'), ('잠실주공', 'ARTIFACT'), ('5', 'QUANTITY'), (' ', 'O'), ('…', 'O'), (' ', 'O'), ('이름값', 'O'), (' ', 'O'), ('못하네', 'O')]"
15,2015.04.12. 오후 5:41,그린리모델링 시범사업,"[('그린리모델링 시범사업', 'TERM')]"
16,2015.04.12. 오후 5:40,제7차 세계물포럼 개막,"[('제7차', 'QUANTITY'), (' ', 'O'), ('세계물포럼', 'EVENT'), (' ', 'O'), ('개막', 'O')]"
17,2015.04.12. 오후 5:40,송탄역 오피스텔 분양,"[('송탄역', 'LOCATION'), (' ', 'O'), ('오피스텔', 'O'), (' ', 'O'), ('분양', 'O')]"
18,2015.04.12. 오후 5:40,e편한세상 신촌 분양,"[('e편한세상 신촌', 'ARTIFACT'), (' ', 'O'), ('분양', 'O')]"
19,2015.04.12. 오후 5:40,강남 중소형 빌딩 귀하신 몸,"[('강남', 'LOCATION'), (' ', 'O'), ('중소형', 'O'), (' ', 'O'), ('빌딩', 'O'), (' ', 'O'), ('귀하신', 'O'), (' ', 'O'), ('몸', 'ANIMAL')]"
20,2015.04.12. 오후 5:40,MDM 위례 쇼핑몰 올인,"[('MDM', 'TERM'), (' ', 'O'), ('위례', 'LOCATION'), (' ', 'O'), ('쇼핑몰', 'O'), (' ', 'O'), ('올인', 'O')]"
21,2015.04.12. 오후 5:40,아현역 푸르지오 등 1만가구 분양,"[('아현역 푸르지오', 'ARTIFACT'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('1만가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
22,2015.04.12. 오후 5:39,MK 추천매물 파주 운정신도시 마트건물 48억5천만원,"[('MK', 'ORGANIZATION'), (' ', 'O'), ('추천매물', 'O'), (' ', 'O'), ('파주', 'CITY'), (' ', 'O'), ('운정신도시', 'LOCATION'), (' ', 'O'), ('마트건물', 'O'), (' ', 'O'), ('48억5천만원', 'QUANTITY')]"
23,2015.04.12. 오후 5:33,공공건축물 33곳 그린리모델링사업 지원,"[('공공건축물', 'O'), (' ', 'O'), ('33곳', 'QUANTITY'), (' ', 'O'), ('그린리모델링사업', 'TERM'), (' ', 'O'), ('지원', 'O')]"
24,2015.04.12. 오후 5:17,롯데칠성·동서울터미널 부지 개발 꿈틀,"[('롯데칠성', 'ORGANIZATION'), ('·', 'O'), ('동서울터미널', 'LOCATION'), (' ', 'O'), ('부지', 'O'), (' ', 'O'), ('개발', 'O'), (' ', 'O'), ('꿈틀', 'O')]"
