,date,headline,keyword
0,2013.06.09. 오후 9:53,6월 분양시장 66개 사업장서 4만3245가구 ‘봇물’,"[('6월', 'DATE'), (' ', 'O'), ('분양시장', 'O'), (' ', 'O'), ('66개', 'QUANTITY'), (' ', 'O'), ('사업장서', 'O'), (' ', 'O'), ('4만3245가구', 'QUANTITY'), (' ', 'O'), ('‘봇물’', 'O')]"
1,2013.06.09. 오후 9:53,역세권으론 부족 전철역 연결 아파트 각광,"[('역세권으론', 'O'), (' ', 'O'), ('부족', 'O'), (' ', 'O'), ('전철역', 'O'), (' ', 'O'), ('연결', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('각광', 'O')]"
2,2013.06.09. 오후 7:24,집 안사는 수요자 … 전셋값 1년간 4.7% 올랐다,"[('집', 'O'), (' ', 'O'), ('안사는', 'O'), (' ', 'O'), ('수요자', 'CIVILIZATION'), (' ', 'O'), ('…', 'O'), (' ', 'O'), ('전셋값', 'O'), (' ', 'O'), ('1년간', 'DATE'), (' ', 'O'), ('4.7%', 'QUANTITY'), (' ', 'O'), ('올랐다', 'O')]"
3,2013.06.09. 오후 6:51,LH 이재영 신임 사장 10일 취임식 개최,"[('LH', 'ORGANIZATION'), (' ', 'O'), ('이재영', 'PERSON'), (' ', 'O'), ('신임', 'O'), (' ', 'O'), ('사장', 'CIVILIZATION'), (' ', 'O'), ('10일', 'DATE'), (' ', 'O'), ('취임식', 'O'), (' ', 'O'), ('개최', 'O')]"
4,2013.06.09. 오후 6:44,르포리모델링 해보니 집값은 그대로 전세만 올라,"[('르포리모델링', 'O'), (' ', 'O'), ('해보니', 'O'), (' ', 'O'), ('집값은', 'O'), (' ', 'O'), ('그대로', 'O'), (' ', 'O'), ('전세만', 'O'), (' ', 'O'), ('올라', 'O')]"
5,2013.06.09. 오후 6:21,이재영 LH 사장 10일 취임···조직·인사 시스템 챙기겠다,"[('이재영', 'PERSON'), (' ', 'O'), ('LH', 'ORGANIZATION'), (' ', 'O'), ('사장', 'CIVILIZATION'), (' ', 'O'), ('10일', 'DATE'), (' ', 'O'), ('취임···조직·인사', 'O'), (' ', 'O'), ('시스템', 'O'), (' ', 'O'), ('챙기겠다', 'O')]"
6,2013.06.09. 오후 6:14,오피스텔만 3천5백실 초대형 복합단지 본격 시동,"[('오피스텔만', 'O'), (' ', 'O'), ('3천5백실', 'QUANTITY'), (' ', 'O'), ('초대형', 'O'), (' ', 'O'), ('복합단지', 'O'), (' ', 'O'), ('본격', 'O'), (' ', 'O'), ('시동', 'O')]"
7,2013.06.09. 오후 6:07,서승환 국토 휴일 잊은채 수해대비 현장점검,"[('서승환', 'PERSON'), (' ', 'O'), ('국토', 'O'), (' ', 'O'), ('휴일', 'O'), (' ', 'O'), ('잊은채', 'O'), (' ', 'O'), ('수해대비', 'O'), (' ', 'O'), ('현장점검', 'O')]"
8,2013.06.09. 오후 6:04,서울 문정동에 대형 복합단지 조성된다,"[('서울', 'CITY'), (' ', 'O'), ('문정동', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('대형', 'O'), (' ', 'O'), ('복합단지', 'O'), (' ', 'O'), ('조성된다', 'O')]"
9,2013.06.09. 오후 6:03,비수기 아파트값 약세… 일산·분당은 보합세,"[('비수기', 'O'), (' ', 'O'), ('아파트값', 'O'), (' ', 'O'), ('약세…', 'O'), (' ', 'O'), ('일산', 'LOCATION'), ('·', 'O'), ('분당', 'LOCATION'), ('은', 'O'), (' ', 'O'), ('보합세', 'O')]"
10,2013.06.09. 오후 6:01,매물 부족으로 오름세… 성북·강서구 상승폭 커,"[('매물', 'O'), (' ', 'O'), ('부족으로', 'O'), (' ', 'O'), ('오름세…', 'O'), (' ', 'O'), ('성북', 'LOCATION'), ('·', 'O'), ('강서구', 'LOCATION'), (' ', 'O'), ('상승폭', 'O'), (' ', 'O'), ('커', 'O')]"
11,2013.06.09. 오후 6:00,분양현장 NOW 래미안 위례신도시 아파트,"[('분양현장', 'O'), (' ', 'O'), ('NOW 래미안', 'ARTIFACT'), (' ', 'O'), ('위례신도시', 'LOCATION'), (' ', 'O'), ('아파트', 'O')]"
12,2013.06.09. 오후 6:00,문정동에 강남최대 복합단지,"[('문정동', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('강남', 'LOCATION'), ('최대', 'O'), (' ', 'O'), ('복합단지', 'O')]"
13,2013.06.09. 오후 6:00,MK 추천매물 금천구 역세권 1층 은행상가 46억원,"[('MK', 'ORGANIZATION'), (' ', 'O'), ('추천매물', 'O'), (' ', 'O'), ('금천구', 'LOCATION'), (' ', 'O'), ('역세권', 'O'), (' ', 'O'), ('1층', 'QUANTITY'), (' ', 'O'), ('은행상가', 'O'), (' ', 'O'), ('46억원', 'QUANTITY')]"
14,2013.06.09. 오후 6:00,재건축 지고 리모델링 단지 꿈틀,"[('재건축', 'O'), (' ', 'O'), ('지고', 'O'), (' ', 'O'), ('리모델링', 'O'), (' ', 'O'), ('단지', 'O'), (' ', 'O'), ('꿈틀', 'O')]"
15,2013.06.09. 오후 5:46,LH 파주운정지구 등 상가 공급,"[('LH', 'ORGANIZATION'), (' ', 'O'), ('파주운정지구', 'LOCATION'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('상가', 'O'), (' ', 'O'), ('공급', 'O')]"
16,2013.06.09. 오후 5:46,여름 태양보다 뜨거운 ‘오천에코신도시 호반베르디움’ 분양 열기,"[('여름', 'DATE'), (' ', 'O'), ('태양', 'LOCATION'), ('보다', 'O'), (' ', 'O'), ('뜨거운', 'O'), (' ', 'O'), ('‘', 'O'), ('오천에코신도시 호반베르디움', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('열기', 'O')]"
17,2013.06.09. 오후 5:45,위례 엠코타운 플로리체,"[('위례', 'LOCATION'), (' ', 'O'), ('엠코타운 플로리체', 'ARTIFACT')]"
18,2013.06.09. 오후 5:44,서울 민영주택 리츠에 우선공급,"[('서울', 'CITY'), (' ', 'O'), ('민영주택', 'O'), (' ', 'O'), ('리츠에', 'O'), (' ', 'O'), ('우선공급', 'O')]"
19,2013.06.09. 오후 5:42,하남미사 등 9곳 8300여가구…공공분양 봇물,"[('하남미사', 'LOCATION'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('9곳', 'QUANTITY'), (' ', 'O'), ('8300여가구', 'QUANTITY'), ('…공공분양', 'O'), (' ', 'O'), ('봇물', 'O')]"
20,2013.06.09. 오후 5:42,단독주택 재건축은 살아있네,"[('단독주택', 'O'), (' ', 'O'), ('재건축은', 'O'), (' ', 'O'), ('살아있네', 'O')]"
21,2013.06.09. 오후 5:41,문정동에 강남권 최대 복합단지,"[('문정동', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('강남권', 'LOCATION'), (' ', 'O'), ('최대', 'O'), (' ', 'O'), ('복합단지', 'O')]"
22,2013.06.09. 오후 5:40,수직증축 리모델링 안전규정 부실 논란,"[('수직증축', 'O'), (' ', 'O'), ('리모델링', 'O'), (' ', 'O'), ('안전규정', 'O'), (' ', 'O'), ('부실', 'O'), (' ', 'O'), ('논란', 'O')]"
23,2013.06.09. 오후 5:06,분당 매수문의 늘고 호가 1000만원 올라,"[('분당', 'LOCATION'), (' ', 'O'), ('매수문의', 'O'), (' ', 'O'), ('늘고', 'O'), (' ', 'O'), ('호가', 'O'), (' ', 'O'), ('1000만원', 'QUANTITY'), (' ', 'O'), ('올라', 'O')]"
24,2013.06.09. 오후 5:06,연예기획사 입주 345억 건물 경매로 나와 눈길,"[('연예기획사', 'O'), (' ', 'O'), ('입주', 'O'), (' ', 'O'), ('345억', 'QUANTITY'), (' ', 'O'), ('건물', 'O'), (' ', 'O'), ('경매로', 'O'), (' ', 'O'), ('나와', 'O'), (' ', 'O'), ('눈길', 'O')]"
25,2013.06.09. 오후 5:05,리모델링 활성화 산 넘어 산,"[('리모델링', 'O'), (' ', 'O'), ('활성화', 'O'), (' ', 'O'), ('산', 'O'), (' ', 'O'), ('넘어', 'O'), (' ', 'O'), ('산', 'O')]"
26,2013.06.09. 오후 5:01,대구·경북시장 회복 빨라…분양권 거래 60% 늘어,"[('대구', 'CITY'), ('·', 'O'), ('경북', 'LOCATION'), ('시장', 'CIVILIZATION'), (' ', 'O'), ('회복', 'O'), (' ', 'O'), ('빨라…분양권', 'O'), (' ', 'O'), ('거래', 'O'), (' ', 'O'), ('60%', 'QUANTITY'), (' ', 'O'), ('늘어', 'O')]"
27,2013.06.09. 오후 5:01,주상복합 실속 있는 진화…소형평수 늘리고 주거·상업시설 분리,"[('주상복합', 'O'), (' ', 'O'), ('실속', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('진화…소형평수', 'O'), (' ', 'O'), ('늘리고', 'O'), (' ', 'O'), ('주거·상업시설', 'O'), (' ', 'O'), ('분리', 'O')]"
28,2013.06.09. 오후 5:01,부동산 리더스 칼럼 양도세 면제받기 어려운 부동산 경매,"[('부동산', 'O'), (' ', 'O'), ('리더스', 'O'), (' ', 'O'), ('칼럼', 'O'), (' ', 'O'), ('양도세', 'CIVILIZATION'), (' ', 'O'), ('면제받기', 'O'), (' ', 'O'), ('어려운', 'O'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('경매', 'O')]"
29,2013.06.09. 오후 4:44,떠나는 국토부 산하기관 MB맨들…남는 MB맨들 거취는,"[('떠나는', 'O'), (' ', 'O'), ('국토부', 'ORGANIZATION'), (' ', 'O'), ('산하기관', 'O'), (' ', 'O'), ('MB', 'PERSON'), ('맨들…남는', 'O'), (' ', 'O'), ('MB', 'PERSON'), ('맨들', 'O'), (' ', 'O'), ('거취는', 'O')]"
30,2013.06.09. 오후 4:34,‘송파파크 하비오’ 복합단지 아파트 등 하반기 분양계획,"[('‘', 'O'), ('송파파크 하비오', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('복합단지', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('하반기', 'DATE'), (' ', 'O'), ('분양계획', 'O')]"
31,2013.06.09. 오후 4:33,한양수자인 에듀센텀 최고 5.1대 1 경쟁률,"[('한양수자인', 'ARTIFACT'), (' ', 'O'), ('에듀센텀', 'ARTIFACT'), (' ', 'O'), ('최고', 'O'), (' ', 'O'), ('5.1대 1', 'QUANTITY'), (' ', 'O'), ('경쟁률', 'O')]"
32,2013.06.09. 오후 4:33,공덕 파크자이 159가구 평균 1.13대 1 경쟁률,"[('공덕', 'LOCATION'), (' ', 'O'), ('파크자이', 'ARTIFACT'), (' ', 'O'), ('159가구', 'QUANTITY'), (' ', 'O'), ('평균', 'O'), (' ', 'O'), ('1.13대 1', 'QUANTITY'), (' ', 'O'), ('경쟁률', 'O')]"
33,2013.06.09. 오후 4:33,천안 용곡 2차 동일하이빌 견본주택 주말 방문객 북적,"[('천안', 'LOCATION'), (' ', 'O'), ('용곡', 'LOCATION'), (' ', 'O'), ('2차', 'QUANTITY'), (' ', 'O'), ('동일하이빌', 'ARTIFACT'), (' ', 'O'), ('견본주택', 'O'), (' ', 'O'), ('주말', 'DATE'), (' ', 'O'), ('방문객', 'CIVILIZATION'), (' ', 'O'), ('북적', 'O')]"
34,2013.06.09. 오후 4:32,‘오천에코신도시 호반베르디움’ 견본주택 사흘간 1만명 방문,"[('‘', 'O'), ('오천에코신도시 호반베르디움', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('견본주택', 'O'), (' ', 'O'), ('사흘간', 'DATE'), (' ', 'O'), ('1만명', 'QUANTITY'), (' ', 'O'), ('방문', 'O')]"
35,2013.06.09. 오후 4:32,현장르포 ‘수직증축 허용 호재’ 분당신도시,"[('현장르포', 'O'), (' ', 'O'), ('‘수직증축', 'O'), (' ', 'O'), ('허용', 'O'), (' ', 'O'), ('호재’', 'O'), (' ', 'O'), ('분당신도시', 'LOCATION')]"
36,2013.06.09. 오후 4:32,숨은 보물단지를 찾아라 래미안 휴레스트,"[('숨은', 'O'), (' ', 'O'), ('보물단지를', 'O'), (' ', 'O'), ('찾아라', 'O'), (' ', 'O'), ('래미안 휴레스트', 'ARTIFACT')]"
37,2013.06.09. 오후 4:31,하남 미사 강변도시 공공분양 청약 관심 집중,"[('하남', 'CITY'), (' ', 'O'), ('미사 강변도시', 'LOCATION'), (' ', 'O'), ('공공분양', 'O'), (' ', 'O'), ('청약', 'O'), (' ', 'O'), ('관심', 'O'), (' ', 'O'), ('집중', 'O')]"
38,2013.06.09. 오후 4:31,중소IT업체 ‘판교 테크노밸리’ 등진다,"[('중소', 'O'), ('IT', 'STUDY_FIELD'), ('업체', 'O'), (' ', 'O'), ('‘', 'O'), ('판교 테크노밸리', 'LOCATION'), ('’', 'O'), (' ', 'O'), ('등진다', 'O')]"
39,2013.06.09. 오후 4:31,마곡지구 주택 공급 잠정 확정,"[('마곡지구', 'LOCATION'), (' ', 'O'), ('주택', 'O'), (' ', 'O'), ('공급', 'O'), (' ', 'O'), ('잠정', 'O'), (' ', 'O'), ('확정', 'O')]"
40,2013.06.09. 오후 3:59,대구 다사 북죽곡 한라비발디 청약 완판,"[('대구', 'CITY'), (' ', 'O'), ('다사', 'ARTIFACT'), (' ', 'O'), ('북죽곡', 'ARTIFACT'), (' ', 'O'), ('한라비발디', 'ARTIFACT'), (' ', 'O'), ('청약', 'O'), (' ', 'O'), ('완판', 'O')]"
41,2013.06.09. 오후 3:57,아파트 주간 시세 수도권 집값 하락세 지속,"[('아파트', 'O'), (' ', 'O'), ('주간', 'O'), (' ', 'O'), ('시세', 'O'), (' ', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('집값', 'O'), (' ', 'O'), ('하락세', 'O'), (' ', 'O'), ('지속', 'O')]"
42,2013.06.09. 오후 3:44,현장르포수직 증축되는 분당신도시 가보니,"[('현장르포수직', 'O'), (' ', 'O'), ('증축되는', 'O'), (' ', 'O'), ('분당신도시', 'LOCATION'), (' ', 'O'), ('가보니', 'O')]"
43,2013.06.09. 오후 3:43,리모델링 활성화 “넘어야 할 산 많네”,"[('리모델링', 'O'), (' ', 'O'), ('활성화', 'O'), (' ', 'O'), ('“넘어야', 'O'), (' ', 'O'), ('할', 'O'), (' ', 'O'), ('산', 'O'), (' ', 'O'), ('많네”', 'O')]"
44,2013.06.09. 오후 3:36,교통·편의시설 메리트… 가격 상승기엔 환금성 뛰어나,"[('교통·편의시설', 'O'), (' ', 'O'), ('메리트…', 'O'), (' ', 'O'), ('가격', 'O'), (' ', 'O'), ('상승기엔', 'O'), (' ', 'O'), ('환금성', 'O'), (' ', 'O'), ('뛰어나', 'O')]"
