,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,평당가격,거래주
11188,1,11470,목동,2008-08-10,현대I-PARK,940,102.21,3,2003,68000,665.296937677331,136
11189,1,11470,목동,2008-08-12,목동신시가지3,903,95.74,1,1986,101000,1054.940463756006,136
11190,1,11470,목동,2008-08-13,목동신시가지3,903,64.98,9,1986,61000,938.7503847337641,136
11191,1,11470,목동,2008-08-13,롯데캐슬위너,956,84.97,18,2005,69000,812.0513122278452,136
11192,1,11470,목동,2008-08-13,목동신시가지3,903,95.03,5,1986,90000,947.0693465221509,136
11193,1,11470,목동,2008-08-14,벽산미라지타워,907-14,148.22,21,1999,79000,532.9914991229253,136
11194,1,11470,목동,2008-08-15,목동청구한신아파트,929,84.76,11,1997,61000,719.6790939122227,136
11220,1,11470,신월동,2008-08-11,삼동,109-1,84.15,5,1997,18000,213.903743315508,136
11221,1,11470,신월동,2008-08-12,한우리(101동),467-12,84.39,2,2005,26000,308.09337599241616,136
11222,1,11470,신월동,2008-08-14,수명산타워빌,8-2,64.17,9,2003,21500,335.04752999844163,136
11223,1,11470,신월동,2008-08-14,제일캐슬,494-8,59.99,1,2003,22700,378.39639939989996,136
11224,1,11470,신월동,2008-08-15,성우,429-1,59.97,13,1998,20500,341.8375854593964,136
11225,1,11470,신월동,2008-08-15,삼익2차플라주,1046,82.79,1,2006,24000,289.89008334339894,136
11226,1,11470,신월동,2008-08-15,세아쎄닛빌,547-5,84.29,11,2002,26000,308.45889192074975,136
11261,1,11470,신정동,2008-08-11,목동우성2,337,84.96,9,2000,42800,503.76647834274956,136
11262,1,11470,신정동,2008-08-11,쌍용,334,84.65,7,1992,42000,496.16066154754867,136
11263,1,11470,신정동,2008-08-12,학마을1단지,1293,59.98,14,2000,29000,483.4944981660554,136
11264,1,11470,신정동,2008-08-12,학마을1단지,1293,49.99,4,2000,22400,448.0896179235847,136
11265,1,11470,신정동,2008-08-12,신정6현대,743-2,59.4,17,2000,26000,437.7104377104377,136
11266,1,11470,신정동,2008-08-12,목동우성2,337,113.91,15,2000,61000,535.5104907383022,136
11267,1,11470,신정동,2008-08-14,보성제이드,906-4,73.38,6,2003,22000,299.80921231943313,136
11268,1,11470,신정동,2008-08-14,신트리1,1259,49.8,15,1999,24200,485.94377510040164,136
11269,1,11470,신정동,2008-08-15,파인빌,339,73.138,6,2001,35500,485.38379501763785,136
11270,1,11470,신정동,2008-08-16,목동신시가지10,311,53.82,13,1987,42000,780.3790412486064,136
11271,1,11470,신정동,2008-08-16,목동우성2,337,84.96,7,2000,43000,506.12052730696803,136
11272,1,11470,신정동,2008-08-16,목동신시가지11,325,51.48,10,1988,37000,718.7257187257188,136
