,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,평당가격,거래주
5270,1,11290,길음동,2007-03-06,길음뉴타운1단지(래미안길음1차),1279,59.99,16,2003,30000,500.0833472245374,61
5271,1,11290,길음동,2007-03-09,돈암2-1삼부,1276,59.94,5,1998,20500,342.0086753420087,61
5272,1,11290,길음동,2007-03-09,길음뉴타운1단지(래미안길음1차),1279,59.99,7,2003,29000,483.4139023170528,61
5273,1,11290,길음동,2007-03-10,돈암2-1삼부,1276,59.94,4,1998,21000,350.35035035035037,61
5295,1,11290,돈암동,2007-03-04,한신,609-1,68.13,1,1998,25000,366.9455452810803,61
5296,1,11290,돈암동,2007-03-05,돈암동 풍림아파트 101~105동,632,84.68,5,1999,31000,366.08408124704766,61
5297,1,11290,돈암동,2007-03-07,이수브라운스톤돈암,636,59.99,7,2004,29300,488.4147357892982,61
5298,1,11290,돈암동,2007-03-08,한진(609-1),609-1,113.67,8,1998,51900,456.5848508841383,61
5299,1,11290,돈암동,2007-03-09,이수브라운스톤돈암,636,59.99,13,2004,33000,550.0916819469911,61
5300,1,11290,돈암동,2007-03-09,돈암동삼성,15-1,84.59,1,1999,28000,331.008393427119,61
5301,1,11290,돈암동,2007-03-10,동소문현대,630,75.89,1,1994,21000,276.71629990776125,61
5302,1,11290,돈암동,2007-03-10,한신,609-1,68.13,4,1998,25500,374.2844561867019,61
5327,1,11290,동소문동4가,2007-03-08,송산아파트,279,58.59,15,1998,18650,318.3137054104796,61
5328,1,11290,동소문동4가,2007-03-08,송산아파트,279,84.87,10,1998,32500,382.9386119948156,61
5339,1,11290,보문동3가,2007-03-05,현대I-PARK,2,59.49,1,2003,22800,383.2576903681291,61
5341,1,11290,보문동6가,2007-03-05,동문골드빌B동,356,81.99,4,2003,22500,274.42371020856206,61
5344,1,11290,삼선동4가,2007-03-05,코오롱,73,59.94,10,1999,22500,375.37537537537537,61
5345,1,11290,삼선동4가,2007-03-06,코오롱,73,59.94,1,1999,19500,325.32532532532537,61
5348,1,11290,상월곡동,2007-03-05,동아에코빌,101,114.66,7,2003,48000,418.6289900575615,61
5349,1,11290,상월곡동,2007-03-07,동아에코빌,101,59.95,22,2003,20900,348.62385321100913,61
5350,1,11290,상월곡동,2007-03-10,동아에코빌,101,59.95,14,2003,19500,325.2710592160133,61
5385,1,11290,안암동3가,2007-03-09,대광,136-1,47.27,2,1971,7800,165.0095197799873,61
5407,1,11290,정릉동,2007-03-04,대우,1021,59.98,11,2001,17000,283.4278092697566,61
5408,1,11290,정릉동,2007-03-05,"정릉성원아파트 101동, 102동",1019,59.94,7,2000,18000,300.3003003003003,61
5409,1,11290,정릉동,2007-03-05,정릉푸르지오,406,59.98,11,2005,20500,341.7805935311771,61
5410,1,11290,정릉동,2007-03-06,정릉스카이 쌍용 아파트,1014,59.9,14,1999,18000,300.50083472454094,61
5411,1,11290,정릉동,2007-03-07,대우,1021,59.98,8,2001,15400,256.7522507502501,61
5412,1,11290,정릉동,2007-03-07,정릉힐스테이트,1025,84.92,7,2004,36000,423.92840320301457,61
5413,1,11290,정릉동,2007-03-08,태영,1018,59.42,2,1999,17900,301.2453719286435,61
5414,1,11290,정릉동,2007-03-08,대우,1021,43.11,3,2001,10500,243.56297842727906,61
5415,1,11290,정릉동,2007-03-09,우방,1016,84.92,2,1999,18000,211.96420160150728,61
5416,1,11290,정릉동,2007-03-09,정릉푸른마을동아,210,114.81,8,2003,43600,379.757860813518,61
