,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,평당가격,거래주
20084,1,11290,길음동,2012-12-02,길음동동부센트레빌(1278-0),1278,59.99800000000001,15,2003,27800,463.34877829260967,361
20085,1,11290,길음동,2012-12-03,길음뉴타운9단지(래미안),1286,84.78,17,2010,48500,572.068884170795,361
20086,1,11290,길음동,2012-12-03,길음뉴타운9단지(래미안),1286,84.78,17,2010,49200,580.3255484784147,361
20087,1,11290,길음동,2012-12-04,길음뉴타운4단지(e편한세상),1281,84.64,2,2005,38000,448.9603024574669,361
20088,1,11290,길음동,2012-12-05,길음뉴타운5단지(래미안),1282,59.75,10,2006,34000,569.0376569037657,361
20089,1,11290,길음동,2012-12-07,길음뉴타운5단지(래미안),1282,84.96,8,2006,41500,488.4651600753296,361
20120,1,11290,돈암동,2012-12-02,돈암동 풍림아파트 101~105동,632,59.64,10,1999,21500,360.4963112005365,361
20121,1,11290,돈암동,2012-12-05,이수브라운스톤돈암,636,84.97,1,2004,39000,458.98552430269507,361
20122,1,11290,돈암동,2012-12-06,돈암동삼성,15-1,59.4,16,1999,26000,437.7104377104377,361
20123,1,11290,돈암동,2012-12-06,한신,609-1,132.96,11,1998,49000,368.53188929001203,361
20124,1,11290,돈암동,2012-12-08,일신건영휴먼빌아파트,524,84.98,13,2005,34500,405.97787714756413,361
20138,1,11290,동소문동7가,2012-12-03,브라운스톤동선,120,59.96,7,2010,31000,517.0113408939293,361
20139,1,11290,동소문동7가,2012-12-07,한신플러스C,23,59.91,6,2004,30800,514.104490068436,361
20141,1,11290,삼선동2가,2012-12-02,삼선푸르지오,425,84.83,12,2008,39800,469.173641400448,361
20148,1,11290,상월곡동,2012-12-03,동아에코빌,101,59.95,1,2003,21000,350.29190992493744,361
20152,1,11290,석관동,2012-12-03,코오롱,405,59.94,10,1999,19000,316.98365031698364,361
20153,1,11290,석관동,2012-12-08,석관래미안,407,59.9,16,2009,33000,550.9181969949917,361
20161,1,11290,안암동3가,2012-12-04,대광,136-1,54.88,2,1971,12000,218.65889212827986,361
20162,1,11290,장위동,2012-12-05,꿈의숲대명루첸아파트,317,59.988,4,2008,31500,525.1050210042008,361
20169,1,11290,정릉동,2012-12-04,정릉푸르지오,406,59.98,11,2005,29550,492.66422140713576,361
20170,1,11290,정릉동,2012-12-04,대우,1021,84.83,12,2001,31200,367.79441235412,361
20171,1,11290,정릉동,2012-12-05,대우,1021,59.98,8,2001,21000,350.11670556852283,361
20172,1,11290,정릉동,2012-12-06,정릉한일유앤아이,1029,82.37,11,2006,33800,410.3435716887216,361
20173,1,11290,정릉동,2012-12-06,경남,1015,50.45,5,1999,20800,412.2893954410307,361
20174,1,11290,정릉동,2012-12-06,정릉2차e-편한세상,1035,59.37,2,2009,29900,503.6213575880074,361
20175,1,11290,정릉동,2012-12-07,정릉우성아파트 101~105동,1020,84.96,5,2000,28000,329.5668549905838,361
20176,1,11290,정릉동,2012-12-07,라온유,1034,84.65,26,2008,40000,472.5339633786178,361
20201,1,11290,종암동,2012-12-04,아이파크종암동 2차,131,84.73,16,2005,41000,483.89000354065854,361
20202,1,11290,종암동,2012-12-06,종암에스케이,104-1,84.72,8,1999,33000,389.51841359773374,361
20203,1,11290,종암동,2012-12-07,아이파크종암동 1차,130,59.73,16,2004,30500,510.63117361459905,361
20204,1,11290,종암동,2012-12-08,래미안라센트,134,59.98,6,2011,35000,583.5278426142048,361
20205,1,11290,종암동,2012-12-08,래미안라센트,134,84.99,9,2011,49000,576.5384162842688,361
20216,1,11290,하월곡동,2012-12-06,월곡래미안루나밸리,226,59.98,4,2007,33000,550.1833944648216,361
20217,1,11290,하월곡동,2012-12-08,동일하이빌뉴시티,230,126.6,18,2011,63000,497.6303317535545,361
20218,1,11290,하월곡동,2012-12-08,월곡두산위브,222,59.855,12,2003,29900,499.54055634449924,361
