,date,cat,co,headline,text,url,week
785505,2018.08.05. 오후 9:21,부동산,경향신문,싱글도 귀 쫑긋 신혼부부 주택 설명서,‘결포 결혼포기 ’ ‘욜로 You Only Live Once ’로 대변되는 요즘 청년들. 결혼하는 청년들이 줄면서 ‘국가의 미래’를 짊어질 ‘아이들의 울음소리’도 작아졌다. 정부가 ‘칼’을 빼들었다. 대책은 신혼부부들에게 ‘안락한 둥지’를 제공하는 것이다. 최종 목표는 ‘결혼하고 싶은 사회 그래서 아이를 많이 낳는 사회 만들기’다. “혜택이 과하다”는 주장도 있으나 한국 사회의 미래를 생각한다면 기꺼이 감내해야 할 부분이다. 선택지는 다양하다. 신혼부부들의 내집마련 프로젝트. 신혼부부 입장에서 하나하나 뜯어본다. ‘든든한 보육환경’ 어린이집 법정기준 2배…신혼희망타운 신혼희망타운은 말 그대로 신혼부부만을 위한 주거단지다. 총 10만가구를 조성할 계획인데 2022년까지 실제 분양될 물량은 4만5000가구다. 정부는 나머지 5만5000가구에 대해서는 부지확보 및 사업승인까지 마쳐 정권이 교체되더라도 약속이 지켜질 수 있도록 했다. 신혼희망타운은 특화설계를 적용 법정기준보다 2배 많은 어린이집이 들어선다. 집에서 학교까지 안전한 통학로를 만들고 스마트홈 기술을 적용해 미세먼지는 줄이며 에너지 효율은 높이고 화재와 범죄로부터는 안전한 주거환경이 되도록 조성된다. 분양형과 함께 신혼부부의 자금 여건에 따라 분양 전환형 공공임대 선택도 가능하다. 어디에 얼마나 짓나 기존 택지 38곳에 3만5000가구를 짓고 신규 택지 43 44곳에 6만5000가구를 조성한다. 신규택지 중 22곳 2만3700가구는 확정했고 나머지 21 22곳도 올해 안에 입지를 확정한다. 분양 가격은 얼마나 분양가 상한제를 적용 시세보다 저렴하게 공급할 계획이다. 정부는 공공분양 주택과 같은 수준으로 시세의 70 80% 선으로 예상하고 있다. 분양 후 바로 되팔 수도 있나 지구 면적의 50% 이상이 그린벨트 해제지역이라면 분양가격과 시세 차이에 따라 전매 제한 3 6년과 함께 거주의무 최대 3년 가 부과된다. 그 외 지역이라면 일반 공공분양주택과 동일한 전매제한 1 5년이 부과된다. 입주 자격은 무주택으로 혼인 기간이 7년 이내인 신혼부부이거나 입주자 모집 공고일로부터 1년 이내에 혼인 사실 증명이 가능한 예비신혼부부라면 신청할 수 있다. 소득기준은 맞벌이 도시근로자 평균소득 2018년 현재 3인 이하 가구 기준 연 6003만원 의 130% 이하 외벌이는 120% 이하다. 순자산 부동산 자동차 금융자산 일반자산 부채 이 2억5060만원보다 적어야 하고 주택청약종합저축 청약저축 포함 을 6회 이상 납부하고 가입 후 6개월이 경과되어야 한다. 금융지원 조건은 분양형은 전용 60㎡ 이하에 대해 최대 4억원 집값의 70% 이내 까지 20년 또는 30년간 1.3% 고정금리를 조건으로 지원한다. 다만 주택을 팔 때 또는 대출금을 갚을 때는 시세차익을 기금과 공유해야 한다. 정산시점에 자녀가 많을수록 기금에 줄 돈은 줄어든다. 임대형은 주택도시기금에서 보증금의 90% 한도로 수도권은 1억7000만원까지 비수도권은 1억3000만원까지 연리 1.40 2.50%로 대출해 준다. 자녀 수에 따라 금리가 우대되는데 1자녀는 0.2%p를 2자녀는 0.3%p를 3자녀 이상은 0.5%p를 깎아준다. 대출 이후에도 자녀가 생기면 우대 금리가 적용된다. 상환방법은 대출금의 30 70%는 만기일시상환이고 나머지는 분할상환 원리금 균등 만기 10년 하면 된다. 10년간 임대료 인상 없는 매입임대리츠…공공임대 정부는 신혼부부가 안심하고 오래 살 수 있는 저렴한 공적임대주택을 당초 20만가구에서 5만가구 더 늘려 오는 2022년까지 25만가구를 공급할 계획이다. 건설형 임대주택 12만5000가구 매입·전세 임대 10만가구 매입임대리츠 1만가구 공공지원 임대 1만5000가구 등이다. 정부는 건설형 임대주택에는 신혼부부 특화단지를 조성하고 매입임대 주택에도 아이돌봄 공간 등 특화시설 100개소를 설치 ‘아이 낳고 키우기 좋은 환경’을 제공한다는 계획이다. 혼인기간 7년 이내 무주택 신혼부부 또는 예비 신혼부부라면 누구나 신청 가능하다. 새로 공급하는 ‘건설형’은 특화단지로 건설형 임대주택에는 국공립 어린이집 공동 육아나눔터 소통공간 등 유아부터 취학 아동에게 필요한 보육시설이 들어서고 설계도 친환경 마감재를 사용하는 등 ‘아이 중심’으로 꾸며진다. 도시근로자 평균소득 70% 이하의 신혼부부에게 국민 및 영구임대주택 30%가 우선 공급된다. 임대료는 국민임대의 경우 시세의 60% 수준. 특히 신혼부부 수요가 많은 곳에는 신혼부부 맞춤형 특화단지가 연평균 2000가구씩 공급된다. 신혼부부 특화단지 선도지구로 과천지식 정보타운 남양주 별내 등 7곳이 2021년 입주 2020년 입주자 모집 를 목표로 4382가구가 조성된다. 1만가구 규모의 15개지구 입지는 내년까지 확정된다. 도시근로자 평균소득 100% 이하의 신혼부부에게 행복주택 전체 물량의 40%가 공급된다. 임대료는 시세의 80%다. 행복주택은 대학생·신혼부부 등을 위해 직장과 학교가 가까운 곳에 지어지는 임차료가 저렴한 도심형 아파트이다. 신혼부부 수요가 많은 지역은 특화단지로 조성된다. 평형도 전용 36㎡의 비중이 50% 종전 75% 로 줄고 대신 44㎡는 35%로 59㎡는 15% 공급한다. 하남 미사 성남 고등 등 전국 10곳이 신혼부부 특화단지로 조성돼 신혼부부 총 9140가구가 2022년까지 입주할 수 있다. 도시근로자 평균소득 100% 이하의 신혼부부로 분양전환형 공공임대 1만7000가구가 2022년까지 공급된다. 올해 중에 시흥 목감·의정부 민락 등이 준공·입주 예정이며 김포 한강·하남 감일·부산 만적5 등은 입주자를 모집한다. 정부는 집주인의 임대 사업 부담을 줄여 줘 신혼부부를 위한 공공지원주택 1만5000가구를 확보한다. 집주인의 수익을 개선하다 보니 초기 임대료가 시세의 85%에서 90%로 소폭 오른다. 대출만기 상환비율 상향 35%→50% 대출한도 상향 수도권 1억원·광역시 8000만원·기타지역 6000만원→ 1억원으로 통일 대출금액 확대 최대 50%→70% 등 집주인의 임대사업 여건도 대폭 개선된다. 평수 넓은 매입·전세임대Ⅱ 도입 LH나 정부 기금 등이 매입하거나 전세 계약을 맺은 뒤 신혼부부들에게 제공하는 매입·전세 임대의 경우 보육 특화시설 설치가 곤란한 점을 감안 동 棟 단위로 구입하는 다세대·다가구 주택 일부를 아이돌봄 공간으로 개조한 뒤 어린이집으로 활용한다는 계획이다. 공용출입구 자동문과 폐쇄회로 CC TV 등을 설치 어린이 안전사고를 줄인다는 계획이다. 가구당 지원규모는 1억 1억5000만원에서 2억 3억원으로 2배 늘려 보다 넓은 평수의 ‘매입·전세임대Ⅱ’를 도입했다. 매입·전세 임대의 임대료는 시세의 80% 이하로 임대기간은 6년이다. 다만 자녀가 있는 경우 4년 연장이 가능하다. 도시근로자 평균소득 70% 이하에게 지원하는 기존의 매입·전세 임대는 시세의 30 50%로 계속 공급된다. 입주 자격은 도시근로자 평균소득의 100% 이하 맞벌이 120% 신혼부부로 혼인기간이 길수록 자녀 수가 많을수록 유리하다. 매입임대리츠 1만가구 공급 매임임대리츠가 올해부터 5년간 총 1만가구가 공급된다. 매입임대리츠는 전용 60㎡ 이하로 매입가격 4억원 이하 아파트. 입주자는 10년간 임대료 인상 없이 임대해서 살수 있다. 주택도시기금이 출자한 리츠가 주택을 매입한 후 신혼부부들에게 매입가격의 50%를 보증금으로 받고 기금 이자와 관리비용을 월 임대료로 받는 구조다. 도시근로자 평균소득 이하 맞벌이는 120% 신혼부부가 입주할 수 있다. 10년을 임대로 살다가 감정가격으로 우선 매입할 수 있다. 정부는 평균 지원 단가를 2억6000만원에서 3억원으로 올리고 아파트도 도심 주거용 오피스텔 등으로 확대에 도심 접근성을 강화했다. ‘혼인기간 7년 이내’ 무자녀 가구도 가능…분양주택 민영주택 및 국민주택의 신혼부부 특별 공급비율이 확대되고 특별공급 자격요건도 완화된다. 다만 대상 주택 분양가격이 9억원 이하 주택으로 엄격해졌다. 공급 2배로 늘리고 소득요건은 완화 민영주택 특별 공급 물량을 10%에서 20% 늘리고 국민주택도 15%에서 30% 늘려 올해부터 2022년까지 10만가구를 신혼부부들에게 특별 공급한다. 특별 공급 비율은 민영의 20% 물량 중 4분의 1 전체의 5% 에 대해 소득기준을 도시근로자 평균소득의 100%에서 120% 맞벌이 130% 로 완화했다. 이 기준이 적용되는 국민주택은 전체의 7.5%이다. 자격요건도 완화 혼인기간 5년 이내 유자녀 가구에서 혼인기간 7년 이내 무자녀 가구까지 확대했다. 공급순위는 혼인기간이 아닌 자녀 유무로 결정했다. 1순위는 자녀가 있는 신혼부부 2순위는 자녀가 없는 신혼부부이다. 순위 내 경쟁이 발생하면 △해당 주택건설지역 거주자 △미성년 자녀가 많은 자 △추첨 등의 순으로 당첨자가 결정된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=032&aid=0002885819,657
785506,2018.08.05. 오후 9:20,부동산,경향신문,‘사통팔달’ 인천 송도 더샵 트리플타워,포스코건설이 인천시 연수구 송도동 169 171 일대에 조성 중인 ‘송도 더샵 트리플타워’를 분양한다. 전용면적 21 59㎡로 2개동 총 710실의 오피스텔과 판매시설이 들어선다. 인천1호선 테크노파크역이 단지 바로 앞에 있고 1 3경인고속도로 인천김포고속도로 제2외곽순환고속도로 도 이용하기 수월하다. 대형 쇼핑몰과 교보문고 미추홀공원 등이 가깝고 삼성바이오로직스 송도 테크노파크 코오롱글로벌 본사 연세대·인천글로벌대·인천가톨릭대 캠퍼스 등과 근접해 유동인구도 풍부하다. TV 및 책상겸용장 반침장 등 수납공간을 극대화했다. 주거형 오피스텔은 3베이 구조에 주방과 거실의 개방감을 극대화했고 2개 침실과 테라스 공간이 조성된다. 카카오와 연동된 음성인식 시스템을 제공해 난방 가스 등을 음성으로 제어할 수 있다. 10인치 통합형 윌패드 무선AP 등의 주거 시스템을 갖췄다. 단지 내 커뮤니티시설로는 피트니스시설 휴게공간 세탁실 등이 적용된다. 송도 더샵 트리플타워의 모델하우스는 인천시 연수구 송도동 178 5번지에 마련됐다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=032&aid=0002885818,657
785507,2018.08.05. 오후 9:20,부동산,경향신문,서울 재건축 아파트 ‘노원 꿈에그린’ 분양,한화건설은 8월 중에 서울 노원구 상계동 677번지 상계8단지에 재건축하는 ‘노원 꿈에그린’의 견본주택을 열고 분양에 돌입한다. 지하 3층 지상 30층의 16개동 규모로 총 1062가구 중 조합원 829가구와 임대 141가구를 제외한 92가구가 일반 분양된다. 일반 분양 전용면적은 △59㎡ 17가구 △74㎡ 8가구 △84㎡ 61가구 △114㎡ 6가구 등이다. 지하철 4 7호선 더블 역세권으로 마들역 노원역 상계역을 도보로 10분 이내 이동이 가능하다. 걸어서 1㎞ 이내에 15개의 초·중·고교가 위치하고 있다. 상계백병원 노원역 인근 롯데백화점 및 노원문화의거리 상계중앙시장 등과 가깝다. 전 가구 남향 위주로 방 3개 욕실 2개를 갖춘 전용면적 59㎡ 3가지 타입 A C 84㎡ 4가지 타입 A B1 B2 C 으로 구성됐다. 견본주택은 강북구 미아동 66 6번지 미아사거리역 1번 출구 에 위치할 예정으로 입주는 2020년 6월이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=032&aid=0002885817,657
785508,2018.08.05. 오후 8:48,부동산,세계일보,하반기 주택경기 경착륙 우려 속 서울 일부 과열,현대경제硏 “건축허가 최대… 공급 과잉” 미분양 주택 수도권은 줄고 지방은 늘어 강남 대치동 ‘은마’ 지난주 최고가 경신 “수급 불균형·지역 간 양극화 대책 필요” 올해 하반기 주택시장의 불확실성이 커지는 분위기다. 한쪽에선 공급과잉에 따른 주택경기 경착륙 우려가 나오는데 다른 한쪽에서는 며칠 새 수억원이 오른 아파트가 순식간에 팔려나가고 있다. 문재인정부가 재건축·대출규제 강화 등 주택 수요억제에 치우친 정책을 지속 추진하면서 이로 인한 수급불균형과 지역 간 양극화 현상이 극심해지는 양상이다. 현대경제연구원 정민 연구위원 김수형 연구원은 5일 ‘최근 부동산 시장 주요 이슈와 시사점’ 보고서에서 “최근 3년간 사상 최대 규모의 건축허가 물량으로 부동산 시장은 수요 대비 공급과잉이 우려된다”고 밝혔다. 이들은 또 “가계수요가 실물경기 위축 가계신용 위축 등으로 예상보다 미흡할 경우 주택시장의 경기 경착륙 가능성이 상존한다”고 강조했다. 가장 걱정되는 곳은 지방의 주택시장이다. 올해 전국의 아파트 입주 물량은 사상 최대인 44만1000가구로 예상된다. 그런데 국토교통부에 따르면 지난 6월 말 기준 지방의 미분양 주택은 5만2542가구로 전년 동기보다 9784가구 22.9% 증가했다. 경남 충남 경기 경북 강원 등에 미분양 물량이 집중되고 있다. 반면 수도권에서 같은 기간 미분양 주택이 4842가구 33.7% 감소한 9508가구로 집계됐다. 특히 서울 일부 지역 주택시장은 다시 과열되고 있다. 서울 강남구 대치동의 ‘재건축 대장주’ 은마아파트 전용면적 76.79㎡는 지난주 최고 16억7000만원에 팔렸다. 올해 초 최고가인 16억3000만∼16억5000만원을 2000만원 이상 웃도는 가격이다. 이 아파트는 지난 4월 양도소득세 중과 시행 이후 고점 대비 최대 2억원가량 떨어진 14억5000만∼15억원 선까지 내려갔었다. 그러나 지난달 초 15억1000만∼15억2000만원에 저가 매물이 팔리기 시작하더니 지난주 연초의 전고점 가격을 넘어섰다. 각종 규제에도 시중의 잉여 여유 자금이 좀처럼 부동산 시장을 떠나려 하지 않는 것도 문제다. 최근에는 초과이익환수 조합원 지위 양도 금지 등 규제가 많은 재건축 대신 재개발 시장에 투자 자금이 대거 유입되는 모습이다. 실제 한강 조망이 가능한 용산구 한남뉴타운 재개발 단지는 용산 개발 호재까지 등에 업고 가격이 천정부지로 치솟았다. 한남뉴타운 3구역 대지지분 19.4㎡는 현재 시세가 8억3000만∼8억5000만원이다. 지난달 초 박원순 서울시장의 ‘용산 통합개발’ 발언 이전까지 6억원대였으나 한 달도 안 돼 2억원 이상 급등한 것이다. 동작구 흑석뉴타운 성동구 성수전략정비구역 동대문구 청량리 재개발과 장위뉴타운 일대도 매수자들이 몰리고 있다. 이외에 보고서는 한국이 금리 인상기에 접어든 점 실물 경제의 침체 가능성 확대 임계치에 근접한 가계부채 등이 부동산 시장의 불확실성을 키우는 요인이라고 지목했다. 보고서는 “향후 예상되는 지역 간 양극화 현상에 대비해야 한다”며 “총량적인 공급확대보다는 수요가 풍부한 지역에 규제 완화 등으로 공급을 늘리는 것이 중요하다”고 조언했다. 공급 초과 지역과 서울 강남권 등 수요 초과 지역을 구분해 주택공급 규모와 평형을 탄력적으로 적용하는 공급체계를 마련하라는 의미다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=022&aid=0003294421,657
785509,2018.08.05. 오후 7:18,부동산,연합뉴스,그래픽 서울 투기지역과 비투기지역 아파트 상승폭,서울 연합뉴스 반종빈 기자 서울지역 아파트값 상승세가 확대되고 있다. 최근 강남권과 용산·여의도 등 투기지역 내 아파트값이 강세를 보이면서 서울 투기지역과 비투기지역 간 아파트값 상승률 격차도 줄어든 것으로 조사됐다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=001&aid=0010252547,657
785510,2018.08.05. 오후 7:07,부동산,세계일보,‘굿모닝시티 분양사기’ 윤창열 2심서 형량 가중,출소 후 또 사기… 17억 가로채 고법 징역 4년6개월 선고 ‘굿모닝시티 분양사기’ 사건의 주범인 윤창열 64 씨가 출소 후 또 다른 사기 사건의 항소심 재판에서 형이 가중됐다. 서울고법 형사9부 부장판사 김우수 는 15일 윤씨의 특정경제범죄가중처벌 등에 관한 법률 위반 사기 등 혐의 항소심 선고공판에서 징역 4년을 선고한 1심을 취소하고 징역 4년6개월을 선고했다. 재판부는 “윤씨가 3년 동안 가로챈 금액만 약 17억원에 이른다”며 “이미 2005년 사기 범죄로 징역 10년의 중형을 선고받은 뒤 누범 기간에 죄를 저질러 죄책에 상응하는 벌을 물어야 한다”고 밝혔다. 앞서 윤씨는 3700억원대 굿모닝시티 상가 분양사기 혐의 등으로 2005년 대법원에서 징역 10년이 확정돼 2013년 6월 만기 출소했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=022&aid=0003294389,657
785511,2018.08.05. 오후 6:20,부동산,한국경제,4차산업 이끄는 판교 공공지식산업센터 분양,시선집중 이곳 판교 제2테크노밸리 공공지식산업센터 자율주행 기술 보유기업 대상 159개실 분양 또는 임대 분양가 인근 시세보다 20% 낮아 오는 17 18일 이틀간 청약 허란 기자 경기도시공사가 경기 성남 판교2테크노밸리에 조성 중인 공공지식산업센터 조감도. 경기도시공사는 오는 16일부터 주변시세의 80% 수준에서 2차 분양을 시작한다. 경기도시공사 제공 ‘한국판 실리콘밸리’로 조성 중인 경기 성남 판교 제2테크노밸리의 첫 번째 공공지식산업센터가 이달 중순 2차 분양에 들어간다. 자율주행 특화 기술 분야 기업을 대상으로 공급한다. 경기도시공사는 판교 2밸리에 국내 최대 자율주행 생태계를 구축할 계획이다. 공공지식산업센터 공급 경기도시공사는 판교 2밸리 공공지식산업센터 2차 공급 물량을 오는 16일부터 공급한다고 5일 밝혔다. 대상은 자율주행 특화 기술 보유 기업이다. 자율주행 특화기술 분야는 ‘신성장동력·원천기술’ 상의 자율주행 기술분야 외에 자율주행 인프라 서비스 빅데이터 기술 자율주행 개발 및 평가기술 등을 말한다. 이 공공지식산업센터는 판교 1·2밸리 내 최초의 지식산업센터다. 연면적 7만598㎡ 지하 3층 지상 9층으로 조성한다. 단일 시설로는 판교 최대 규모다. 임대 전용 공간까지 합해 180여 개 기업이 둥지를 틀 예정이다. 이번 2차 공급 물량은 총 159개실 분양 55실 임대 104실 이다. 여러 호실을 묶어 분양한다. 30개 기업이 분양으로 95개 기업이 임대로 입주할 수 있다. 1차 분양에선 55개 분야에 124개 기업이 입주 신청을 했다. 경기도시공사는 이번 2차 임대 공급 물량에 경기도 소재 첨단 분야 사회적 기업이 신청할 수 있도록 자격을 확대했다. 공사 관계자는 “공공·민간·사회적 기업이 선순환하는 산업 생태계를 조성할 것”이라고 말했다. 판교 2밸리는 2016년 7월 자율주행 실증단지로 지정됐다. 만도 KT 등 12개 자율주행 관련 기업이 입주할 예정이다. 공공지식산업센터 내 자율주행 기술 기업이 입주하게 되면 자율주행 관제센터 11인승 자율주행 셔틀 등 공공지식산업센터 내 자율주행 인프라시설 등과 연계해 시너지를 발휘할 것으로 예상된다. 1차 분양에서 입주 대상기업으로 선정된 미래형 자동차 인공지능 AI 사물인터넷 IoT 바이오헬스 로봇 항공우주 분야 기업 등과도 시너지가 날 전망이다. 판교 1밸리보다 공급가 20% 낮아 판교 2밸리 공공지식산업센터는 분양·임대가가 저렴하다는 평가를 받고 있다. 분양가는 3.3㎡당 평균 869만원이다. 판교 1밸리 오피스 평균 시세 950만 1100만원 보다 최대 20%가량 낮다. 공공지식산업센터 2층에 있는 자율주행워크숍 용도 호실을 신청하면 분양면적 152.25㎡ 규모 사무실을 4억2488만원에 공급받을 수 있다. 임대 보증금은 3.3㎡당 평균 32만4000원 월세는 2만7000원 수준이다. 이 역시 판교 1밸리 임대료의 80% 수준이다. 경기도시공사는 다양한 기업 근로자들이 한 공간에 모여 소통할 수 있도록 코워킹 스페이스 다목적회의실 커뮤니티 라운지를 조성한다. 직장 어린이집과 피트니스 공간도 계획돼 있다. 판교 2밸리는 신분당선 판교역까지 차량으로 8분 수서역 SRT까지 15분 걸린다. 강남까지는 차량으로 25분 거리다. 판교 2밸리를 연결하는 안양·성남 고속도로 제2경인 연결도로 도 개통될 예정이다. 분양 신청은 이달 16 17일 공공지식산업 홈페이지를 통해 하면 된다. 입주는 2019년 2월 예정이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0003990921,657
785512,2018.08.05. 오후 6:15,부동산,한국경제,위례 트램 사업계획 수립 용역 시작,LH 민자에서 재정사업으로 전환 사업성 부족하면 추진 장담 못해 양길성 기자 10년째 표류하던 위례신도시 트램 사업이 공공 재정사업으로 재추진된다. LH 한국토지주택공사 는 지난달 말 ‘위례신도시 신교통수단 사업계획 재수립 연구용역’을 발주했다고 5일 밝혔다. 민간투자 사업을 국가 재정사업으로 바꿔 서울시와 국토교통부 LH가 함께 추진한다. 서울시 관계자는 “경제성 확보를 위한 최적의 노선을 찾고 기존 1800억원이던 사업비도 줄일 것”이라며 “위례신도시 중앙광장에 조성된 트램 특화상권인 트랜짓몰을 활성화하는 방안도 수립할 계획”이라고 설명했다. 서울시는 이르면 2021년께 착공해 2024년 8월 준공할 방침이다. 위례 트램선은 정부와 서울시가 신교통 수단으로 추진한 사업이다. 5호선 마천역과 8호선 복정역 5.4㎞ 구간을 잇는다. 국토부는 2008년 7월 위례신도시 개발계획을 확정할 때 트램 건설 계획을 함께 발표했다. 10년을 끌어오던 사업은 지난 6월 무산됐다. 정부 공공투자관리센터 PIMAC 는 트램 민자사업의 ‘비용 대비 편익비율 B C ’이 0.75로 기준 1.0 에 못 미친다고 최종 결론을 내렸다. 일반적인 철도 사업은 B C가 1.0을 넘어야 추진한다. 이에 따라 서울시와 LH는 공공 재정사업으로 다시 추진하기로 했다. 재정사업은 지방자치단체의 재정 부담이 적어 민자사업에 비해 사업 속도가 빠른 것으로 알려졌다. 교통 전문가들은 사업성 확보가 변수라고 보고 있다. 국가 재정사업으로 전환하더라도 경제성이 낮다고 판단되면 기획재정부의 예비타당성 조사를 통과하기 쉽지 않아서다. 예비타당성 문턱을 넘지 못하면 사업비를 지원받을 수 없다. 한국교통연구원 관계자는 “국내에서 트램 건설 경험이 없다 보니 적정 사업비를 산정하기가 어렵다”며 “도로 위 교통 체증을 유발한다는 편견도 있어 도입이 쉽지 않은 게 현실”이라고 지적했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0003990913,657
785513,2018.08.05. 오후 6:14,부동산,한국경제,분양시장도 휴가… 청약단지 0,분양캘린더 허란 기자 아파트 분양시장도 휴가철에 접어들었다. 5일 부동산업계에 따르면 이번주에는 청약을 받는 단지가 없다. 수도권 이외 지역에서 모델하우스 4곳만 개장한다. 오는 10일 강원 속초시 조양동에선 ‘서희스타힐스더베이2차’가 모델하우스를 연다. 전용면적 77 121㎡ 186가구로 구성됐다. 7번 국도와 가깝다. 혜림건설이 공급하는 강원 춘천시 약사동 ‘약사지구모아엘가센텀뷰’도 같은 날 모델하우스를 연다. 전용면적 59 84㎡ 총 567가구 규모다. 제일건설이 전북 김제시 신풍동에서 공급하는 ‘오투그란데김제신풍동’도 이날 모델하우스를 개관한다. 전용 84㎡ 단일면적 154가구 규모다. 대구 남구 대명동에 짓는 ‘앞산 리슈빌앤리마크’ 1·2단지 민간임대 도 모델하우스를 공개할 예정이다. 당첨자를 발표하는 단지는 10곳이다. 평균 경쟁률 284 대 1을 기록한 대구 중구 남산동 ‘남산롯데캐슬센트럴스카이’와 241 대 1의 경쟁률을 기록한 대전 서구 도안동 ‘갑천트리풀시티’가 당첨자를 발표한다. 대구시 파동 ‘더펜트하우스수성’ 경기 광명시 소하동 ‘광명한라비발디큐브’ 민간임대주택 등 13곳은 당첨자와 계약을 한다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0003990911,657
785514,2018.08.05. 오후 6:09,부동산,한국경제,약발 안 먹히는 정부 경고… 서울 집값 사상최고가 속출,매물 씨말라 부르는 게 값 연초 고점돌파하는 단지 줄이어 실수요자들 추격 매수 주춤 허란 양길성 민경진 윤아영 기자 서울 아파트값이 지난 1분기 전고점을 잇달아 넘어서고 있다. 이번주부터 정부가 부동산 시장 단속을 본격화하고 추가 규제가 나올 가능성도 커졌지만 부동산 시장은 아랑곳하지 않는 분위기다. 박원순 서울시장이 신도시급으로 개발하겠다고 발표한 여의도와 용산 일대 아파트는 사상 최고가 행진을 이어가고 있다. 여의도 W공인 관계자는 5일 “지난달 중순 11억5000만원에 팔린 대교아파트 전용면적 95㎡는 13억원에 매물로 나왔다”며 “이마저도 매수자가 붙으면 집주인이 매물을 거두고 있다”고 말했다. 용산구 이촌동 한가람아파트 전용면적 59㎡는 지난 1일 11억5000만원에 팔렸다. 지난 6월 최고가인 10억8500만원보다 6500만원 오른 가격이다. 이촌동 W공인 관계자는 “정부의 추가 규제가 나온다고 해도 서울시가 용산 마스터플랜 개발계획을 철회한 게 아니기 때문에 집주인들의 기대가 꺾이진 않을 것 같다”고 말했다. 여의도·용산 부동산값이 뛰자 강남권 초기 재건축 단지들도 급등세로 돌아섰다. 대치동 은마아파트 전용 76㎡는 지난주 16억7000만원에 팔렸다. 연초 기록한 사상 최고가 16억1000만원 기록을 갈아치웠다. 대치동 M공인 대표는 “매물이 품귀 현상을 빚으면서 매도자들이 부르는 게 값”이라며 “그런 매물이 팔리면 며칠 만에 수천만원씩 가격이 급등하는 일이 벌어지고 있다”고 전했다. 양천구 목동7단지 전용 66㎡는 지난주 11억5000만원에 팔린 데 이어 현재 12억원을 호가한다. 목동 M공인 관계자는 “급매물이 없어 호가가 쉽게 내려가지 않는다”고 말했다. 강북권 새 아파트도 상승 흐름을 이어가고 있다. 아현동 마포래미안푸르지오 전용 59㎡는 지난주 10억5000만원에 팔렸다. 5월 말 최고가인 10억2000만원보다 3000만원 높은 수준이다. 아현동 S공인 관계자는 “용산·여의도 개발 계획 발표가 근처 마포 아파트값에도 호재로 작용하고 있다”고 말했다. 서대문구 DMC파크뷰자이 전용 84㎡는 지난달 말 9억5000만원에 팔렸다. 1월 최고가였던 7억8500만원보다 21% 오른 가격이다. H공인 관계자는 “가재울뉴타운은 실수요자가 대부분이라 정부 규제가 나온다고 해도 가격 상승세가 멈추진 않을 것”이라고 말했다. 재건축·재개발이 활발한 경기도 인기주거지역의 가격 상승세도 이어지고 있다. 경기 광명시는 매물 품귀현상을 보이고 있다. 철산동 철산래미안자이 전용 84㎡는 지난달 7억5000만원에 거래된 이후 매물을 찾기 어렵다. C공인 관계자는 “매수 문의는 빗발치는데 매도인들은 상승 기대에 물건을 거둬들이고 있다”고 말했다. 경기 과천 아파트값도 급매물이 소화되면서 오르고 있다. 이달 재건축조합을 설립할 예정인 과천주공8단지 전용 83㎡는 10억 10억2000만원에 최근 거래됐다. 인근 S공인 관계자는 “‘래미안에코팰리스’ 등 신축 아파트들도 최근 1 2주 사이 팔리기 시작하면서 호가가 조금씩 올라가고 있다”고 설명했다. 가격이 단기 급등함에 따라 매수 예정자들은 추격 매수를 주저하는 분위기다. 대치동 L공인 관계자는 “단지별로 매도 호가가 순식간에 1억 2억원 급등해 버린 터라 매수 대기자들이 쉽게 오른 호가를 따라가지 못하고 있다”고 현장 분위기를 전했다. 압구정동 K공인 관계자는 “매수 예정자들은 정부 규제가 나온 뒤 추이를 지켜보자는 입장이고 다주택자나 매도인들은 세금이나 규제에 아랑곳하지 않는 분위기”라고 전했다. 곽창석 도시와공간 대표는 “인기주거지역 주택 공급이 부족하다는 것을 다주택자들이 너무 잘 알고 있다”며 “정부 추가 대책이 나오더라도 집값이 잠시 주춤하다 다시 오를 것”이라고 전망했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0003990905,657
