,date,cat,co,headline,text,url,week
31943,2006.11.19. 오후 10:51,부동산,한겨레,삶의 뿌리 흔드는 정부 386 지지층도 등돌린다,한겨레 부동산 광풍이 남긴 것 상 정부의 부동산 정책 실패가 낳은 후유증은 상상을 넘어선다. 노무현 정권은 물론 진보개혁 세력 전체에 무능하다는 이미지를 덧씌우는 결정타를 날렸다는 평가가 나온다. ‘부동산 투자 않고 기업하는 사람들은 바보’라는 자조 ‘한 사무실에서도 강남에 집이 있는 사람과 아닌 사람은 계급이 다르다’는 반 농담까지 떠돈다. 부동산 ‘광풍’이 남긴 정치·경제·사회적 파장을 세차례로 나눠 살펴본다. 이경식 가명·37·벤처기업 운영 씨는 ‘노사모’였다. 대학시절 운동권은 아니었다. 1997년 대선 때도 김대중 후보를 찍긴 했지만 한 정치인을 위해 발벗고 뛴 건 2002년이 처음이었다. ‘뭔가 새로운 시대가 열릴 것’이라는 기대감이 그를 움직였다. 2004년 봄 탄핵국면 때는 시청앞으로 달려갔다. 하지만 2006년 11월 가을이 끝나가는 어느날 그는 “다음 대선 때는 투표하지 않을 것”이라고 씁쓸하게 말했다. “기업을 운영하는 사장 중에 최악의 유형이 뭔지 압니까 그건 바로 직원들 월급을 못 주는 사장입니다. 설사 회삿돈을 횡령하는 부도덕한 사장이라도 직원들 월급을 제때 많이 줄 수 있는 사장이 아무리 청렴해도 직원들 굶기는 사장보다는 낫습니다.” 변한 건 아무것도 없었다. 현정부는 자신들은 중소기업을 소중히 여긴다고 정부 조직을 혁신시키겠다고 외쳐댔지만 여전히 은행에서 대출받는 것은 어려웠고 공무원들은 이것저것 구실을 붙여 등을 쳐 먹었다. 올해 들어서면서부터 마음이 떠나기 시작했다. 지난 4월 아파트를 팔고 근처 전세로 옮겼다. 사업자금을 마련하기 위해서였다. 당시 3억이던 그 아파트는 그 뒤 6개월 새 5억으로 올랐다. 그 광풍을 지켜보며 완전히 마음을 접었다. 그는 “별거하던 부부가 이혼서류에 도장찍은 셈”이라고 표현했다. 이번 부동산 파동은 노무현 정부를 ‘식물정부’로 만들었다. 아무도 정권의 진정성과 정책의 실현 가능성을 믿지 않는다. ‘되는 게 없다’는 ‘무능’의 이미지는 현정권을 넘어 진보·개혁세력 전체를 낙인찍고 있다. 그 민심의 아우성 한가운데서 386세대가 흔들리고 있다. 진보에 대한 열망으로 노무현 정권 출범에 핵심적인 구실을 했던 그들 사이에서 ‘진보세력은 더 정권을 잡아서는 안 된다’는 냉소까지 흘러나오고 있다. “노무현 정권 진보세력 무능” “생각이 옳다고 일을 잘하는 것은 아니더라 ” 지난 대선 때 노무현 후보를 찍었던 유기영 41·은행원 씨는 최근 사태를 이 한마디로 정리했다. 그는 “기득권 세력의 반발 등 많은 변수를 조율하면서 앞으로 나갈 수 있는 역량 그게 이 정권은 ‘많이’ 부족했다”며 “한두번 실수야 누구나 하지만 여덟 번 부동산 정책 발표횟수 실수는 회복할 수 없다”고 말했다. 유씨는 “이 정권이 진보세력 이미지를 망쳐놓았다”고 했다. 말로만 좌파 실제정책은 신자유주의 11·15대책도 강남 부자 손 들어준 꼴 다른 정책과 달리 실패 여부가 정확하게 수치로 계량화된다는 점 국민 모두에게 ‘돈’이 걸린 자기 문제로 다가온다는 점에서 부동산 정책의 실패는 치명적이다. 그동안의 ‘무능 논란’이 ‘객관적 무능함’으로 입증되는 순간이었다. “하늘이 두 쪽 나도 부동산만은 잡겠다” 노무현 대통령 2005년 7월17일 국회의장 초청 5부요인 만찬에서 는 식의 공언들 탓에 그 실패가 더 두드러져 보인다. 무능함의 뿌리는 결국 ‘철학 부재’에 있다는 지적도 있다. 이아무개 38·회사원 씨는 “부동산 문제의 답은 1가구 다주택자들에 대한 철저한 규제”라며 “말로만 좌파고 실제 정책은 시장만능 주의자들에게 휘둘리는 신자유주의”라고 꼬집었다. 강지석 가명·38·연구원 씨는 “신규대출을 막을 게 아니라 다주택자의 기존대출 연장을 막아야 한다”며 “이번 11·15 대책도 결국 강남 부자들의 손을 들어준 꼴”이라고 비판했다. 이런 ‘무능’ 이미지는 단순히 현정권에 국한되지 않는다. 현재 여당 후보로 누가 나온다 해도 ‘또 5년 동안 아무 것도 못하고 세월을 보낼 것’이라는 이미지를 떨쳐내기 힘들게 됐다는 것이다. 회사원 장아무개 30 씨는 “다들 누가 한나라당 후보로 나올 것이냐에 관심이 쏠려 있지 여권 쪽에는 누가 나올지는 신경도 안 쓴다”고 사무실 분위기를 전했다. ‘이명박 박근혜 손학규 여권 단일후보 네 명이 선거에 나오면 셋 야당후보 중 하나가 된다’는 우스갯소리가 나올 정도다. 장씨도 “다신 열린우리당은 안 찍는다”고 못박았다. “5년 더 공부하자 ” 자괴감 단순히 승산이 없다는 차원이 아니다. ‘차라리 정권을 내주는 게 낫겠다’는 말까지 오고 간다. 한정일 가명·38·회사원 씨는 “만약 재집권해서 한번 더 이런 실수를 한다면 그때는 진보세력의 기반 자체가 완전히 무너져버릴 것”이라며 “정권을 보수세력에 넘겨주고 진보세력은 5년 동안 자숙하고 공부해야 한다는 생각이 들기도 한다”고 말했다. 임아무개 회사원·38 씨는 “정권을 넘겨주고 5년 동안 내공을 길러야 한다는 이야기들을 주변 사람들과 주고받는다”고 했다. 지난 대선 때 미국 유학 중에도 한국으로 국제전화를 해 노무현 후보 선거운동을 했다는 강지석씨는 ‘권불십년’이라고 했다. 그는 “진보가 10년 동안 집권했다. 그동안 너무 못했다. 방향을 바꿔야 한다”고 말했다. 이런 정서는 ‘잃어버린 10년’이라는 보수진영의 공격적 담론과 결합하면 강력한 힘을 발휘할 가능성이 커 보인다. “이번 부동산 사태를 계기로 노무현을 버렸다고 하는 사람들이 주변에 있다. 하지만 나는 아직까지는 그렇게 못하겠다” 한상효·35·교사 는 이들도 있지만 그들의 목소리에는 힘이 없다. 한정일씨는 “솔직히 나도 아직 한나라당을 찍지는 못하겠다”며 “도덕성과 능력을 겸비한 여권후보가 나오길 간절히 바라고 있다”고 말했다. 하지만 한씨는 지난 대선 때 노무현을 찍었던 직장동료 중 자기와 동감인 쪽은 20 30% 정도라고 전했다. 누가 누구를 버린 것인가 이경식씨는 미국 이민을 진지하게 고려 중이다. 지난 6월 만든 미국 쪽 지사를 키우고 지금 한국에 있는 아내와 자식들을 내년에 미국으로 데려가서 자리를 잡을 생각이란다. “더는 부동산 사교육 이런 것 때문에 고민하고 싶지 않다. 새로운 환경에서 새롭게 인생을 시작해봤으면 좋겠다”고 말했다. “진보 진영이 언제 다시 집권할 수 있을까요 다음다음 대선 때 아마 그때 가서도 계속 노무현의 실패를 떠올리면서 진보진영의 무능력을 상기하게 될 것 같네요. ‘뜻 좋고 말 좋으면 뭐하나 그걸 실천할 능력이 없는데 …’ 이런 자괴감이 계속될 것 같습니다.” 그는 “현정권이 정치적 ‘첫사랑’이었기에 충격이 더 큰 것 같다”고 덧붙였다. 배아무개 38·회사원 씨는 “앞으로 이런 정치적 실연을 당하지 않기 위해서는 불혹의 나이에 더욱 냉정해져야겠다”고 말했다. 그들은 그렇게 ‘이별’을 준비하고 있었다. 김이택 안선희 임인택 기자 shan hani.co.kr 온라인미디어의 새로운 시작. 인터넷한겨레가 바꿔갑니다. ⓒ 한겨레 hp www.hani.co.kr 무단전재 및 재배포 금지 한겨레는 한국온라인신문협회 www.kona.or.kr 의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000177969,46
31944,2006.11.19. 오후 10:12,부동산,한겨레,국민·신한 주택대출 제한 하룻만에 풀어,한겨레 지난주 금요일 아파트 중도금이나 잔금 지급 등 긴박한 경우만 아니면 신규 주택 담보대출을 엄격히 제한했던 국민은행과 신한은행이 월요일부터 대출 제한을 풀기로 했다. 두 은행을 제외한 기업·우리·하나은행과 농협은 국민·신한은행과 달리 제한을 하지 않았기 때문에 시중은행들의 신규 주택 담보대출이 이번주부터 사실상 정상적으로 이뤄질 전망이다. 국민은행 관계자는 19일 “투기성 수요가 명백하거나 상환 능력이 검증되지 않는 경우를 제외하고는 정상적으로 대출해주라는 지침을 각 영업점들에 보냈다”며 “20일부터 대출이 사실상 정상화하는 것으로 보면 된다”고 말했다. 신한은행 관계자도 “실수요자들에게는 절대 피해를 주지 않기로 했다”고 말했다. 국민·신한은행이 이처럼 하룻만에 방침을 바꾼 것은 지난 16일 각 시중은행별로 사실상 대출 한도를 설정했던 금융감독원이 실수요자 피해 우려와 월권 논란이 일자 이를 철회했기 때문인 것으로 전해졌다. 한 시중은행 관계자는 19일 “금감원으로부터 실수요자들이 피해를 입지 않도록 유연하게 대처해 달라는 메시지가 다시 전달된 것으로 안다”며 “은행들은 이를 한도 설정이 해제된 것으로 받아들이는 분위기”라고 말했다. 그러나 금감원 고위관계자는 “시중은행들에 과당 경쟁을 하지 말라는 당부 외에 대출 한도를 설정해 준 적이 없으며 따라서 철회한 바도 없다. 언론에서 대출 제한을 비판하자 은행들이 자체적으로 판단해 결정한 것 같다”고 말했다. 한편 ‘11·15 부동산시장 안정화 대책’에 따른 주택 담보대출 규제가 20일부터 시행된다. 투기지역 내 6억원을 넘는 모든 아파트를 대상으로 담보인정비율 LTV 이 은행·보험의 경우엔 예외 없이 40%로 제한되고 저축은행 등 제2금융권은 60 70%에서 50%로 낮아진다. 투기지역 내 6억원을 넘는 아파트에만 적용되던 총부채상환비율 DTI 40% 제한은 수도권 투기과열지구까지 확대된다. 최우성 최익림 기자 morgen hani.co.kr 온라인미디어의 새로운 시작. 인터넷한겨레가 바꿔갑니다. ⓒ 한겨레 hp www.hani.co.kr 무단전재 및 재배포 금지 한겨레는 한국온라인신문협회 www.kona.or.kr 의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000178006,46
31945,2006.11.19. 오후 10:12,부동산,한겨레,전세금 보증한도 8천만원→1억원,한겨레 주택금융공사는 ‘11·15 부동산시장 안정화 대책’의 하나로 주택신용보증기금의 전세자금 보증 한도를 8천만원에서 1억원으로 올린다고 19일 밝혔다. 공사는 또 신용등급 우수자 신용평가등급 1 5등급 에 대한 보증 한도를 연간 소득 범위 이내에서 연간 소득의 2배로 확대하기로 했다. 이와 함께 장기 대출을 유도하기 위해 원금 균등분할 상환 방식을 선택하는 경우 보증 한도의 20%까지 추가로 대출해 주고 보증 승인율도 현행 70%에서 80%선으로 높이기로 했다. 공사는연말까지 24만가구에 약 5조원을 보증해 줄 계획이다. 연합뉴스 온라인미디어의 새로운 시작. 인터넷한겨레가 바꿔갑니다. ⓒ 한겨레 hp www.hani.co.kr 무단전재 및 재배포 금지 한겨레는 한국온라인신문협회 www.kona.or.kr 의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000178005,46
31946,2006.11.19. 오후 10:02,부동산,매일경제,계획관리지역 땅값 비싸 공급확대 효과 글쎄,정부가 11ㆍ15 대책에서 계획관리지역 옛 준농림지 용적률 규제를 완화하겠다고 밝혔지만 이로 인한 민간 아파트 공급 확대 효과는 크지 않을 것으로 보인다. 다른 규제들이 겹겹이 쌓여 있는 데다 이미 웬만한 곳은 땅값이 크게 올라 아파트 사업지를 구하기도 쉽지 않기 때문이다. 건설교통부 관계자는 19일 향후 6개월 안에 국토계획법 시행령을 개정해 내년 하반기부터 계획관리지역 내 2종 지구단위계획 구역 용적률 상한선을 150%에서 180%로 높일 계획 이라고 밝혔다. 용적률이 30%포인트 높아지면 아파트 가구를 20% 정도 더 지을 수 있다. 그만큼 건설업체 사업성이 높아지고 분양가를 낮출 수 있는 여지도 커진다. 예를 들어 용인 계획관리지역 내 논밭 3만평에 아파트를 건립할 때 용적률 150%를 적용하면 33평형 760가구 정도를 지을 수 있다. 하지만 용적률을 180%로 끌어올리면 이보다 150가구 정도 늘어난 910여 가구까지 지을 수 있다. 이론적으론 사업성 호전으로 공급이 늘어날 것처럼 보이지만 전망은 그다지 밝지 않다. 마땅한 아파트 터가 부족한 게 가장 큰 문제다. 특히 전국 관리지역 중 개발대상지를 따로 정하기 위한 세분화 작업조차 아직 끝나지 않은 상태다. 당초 계획대로라면 수도권과 지방 대도시에 인접한 48개 시ㆍ군은 지난해 말까지 세분화 작업을 마쳤어야 하지만 아직 절반 이상이 주민공람조차 실시하지 못하고 있다. 업계에선 이번 용적률 인센티브가 실제 공급 확대로 이어지기까지 최소 3년 이상 걸릴 것으로 내다보고 있다. 또 용적률 상승폭도 기대에 못 미친다는 평가다. 한 대형 건설사 개발사업부 관계자는 2종 지구단위계획 구역 용적률이 200%는 돼야 어느 정도 사업성이 나온다 며 지금은 개발부담금에 기반시설부담금까지 내야 하는 상황이라 분양가를 올릴 수밖에 없다 고 토로했다. 계획관리지역 용적률은 판도라의 상자 와 같아서 무턱대고 올렸다가는 땅값 상승만 부채질할 수 있다는 지적도 나온다. 또 신도시 등 택지지구에 비해 상대적으로 도로 학교 등 기반시설은 부족한데 용적률만 높이면 난개발 문제가 재발할 수 있다는 점도 고려해야 한다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=009&aid=0000545099,46
31947,2006.11.19. 오후 10:02,부동산,매일경제,KS종합건설 中다롄에 쌍둥이빌딩,중소 건설사인 KS종합건설이 중국에서 42ㆍ45층짜리 고층빌딩 건설사업을 수주했다. 월드센터로 이름 붙은 이 건물은 공사 규모가 2000억원에 달하는 대규모 사업이며 계획대로 건설이 끝나면 다롄의 랜드마크 구실을 할 것으로 기대된다. KS종합건설은 18일 중국 다롄시 중심상업지역인 요우하우광장 부근 땅 4000여 평에 연건평 6만평 규모의 42ㆍ45층짜리 쌍둥이 빌딩을 건설키로 하고 최근 옌볜 룽샨 부동산개발공사와 계약을 맺었다고 밝혔다. 김태일 KS종합건설 사장은 중국에서 한국 업체가 40층 이상 고층 빌딩을 일괄수주한 것은 이번이 처음 이라며 일단 200억원을 투자해 시행ㆍ감리ㆍ시공 등 건설 전 과정은 물론 분양까지도 맡게 됐다 고 말했다. 김 사장은 550억원대에 달하는 토지 확보가 이미 끝났고 월마트와 계약을 앞두고 있다 며 한국의 주요 백화점 입점도 추진중이어서 사전분양이 순조롭게 이뤄질 것 이라고 내다봤다. 현재 중국에선 외국 건설업체가 40층을 넘는 고층 빌딩을 짓지 못하게 되어 있다. 국내 대형 건설사 가운데 가장 높은 건물을 지을 수 있는 면허를 가진 포스코건설이 28층으로 제한돼 있는 상황이다. 삼성건설도 20층 이하만 지을 수 있는 것으로 전해졌다. 때문에 KS종합건설은 월드센터 외부시공을 중국 건설업체에 넘기고 내부시공을 국내 건설업체와 함께 진행할 예정이다. 회사측은 이 건물을 주상복합아파트로 지어 지하층에는 주차장 스포츠시설 월마트와 같은 대형 유통점을 입점시키고 지상 7층까지는 상가와 사무실 8 15층은 호텔식 장기임대주택 16층 이상은 일반 아파트를 넣을 계획이다. 또 중국에선 처음으로 첨단 유비쿼터스 환경을 구축키로 했다. 김 사장은 미국 PDI그룹과 상하이시정공정 설계연구소에서 설계를 맡았다 며 월드센터가 들어서는 곳은 중심상업지역으로 위치가 좋은 데다 42ㆍ45층으로 고층이어서 건설이 끝나면 다롄의 랜드마크 구실을 할 것 이라고 설명했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=009&aid=0000545097,46
31948,2006.11.19. 오후 10:02,부동산,매일경제,국민임대주택 최고 20층 상향 추진,개발제한구역 그린벨트 에 지어지는 국민임대아파트가 현재 15층에서 최고 20층까지 높아진다. 건설교통부 관계자는 19일 11ㆍ15 대책에 따라 자연 경관과 조화를 이루는 선에서 국민임대주택단지 층고를 상향 조정하는 방안을 강구중 이라고 19일 밝혔다. 건교부 관계자는 층고 제한을 무작정 폐지할 수는 없고 평균층수 개념을 도입해 아파트는 최고 20층까지 높이는 방안이 유력하다 고 말했다. 건교부는 층고 완화 방안이 결정되는 대로 개발제한구역 내 택지개발수립지침을 개정해 내년에 사업 승인을 받는 남양주 별내 등 28개 지구부터 적용할 방침이다. 아파트 층고가 높아지면 상업용지 내 상가나 빌딩 층고도 현재 3 6층에서 최고 10층까지 높아질 가능성이 큰 것으로 알려졌다. 또 그린벨트 내 국민임대단지 용적률을 서울은 190%에서 200%로 나머지 지역은 150%에서 180%로 각각 상향 조정하기로 했다. 건교부는 이를 통해 현재 수도권에서 국민임대단지로 지정된 36곳 중 28개 지구에서 4만6000가구를 추가 공급할 계획이다. 이렇게 되면 주택 공급 물량이 종전 19만1000가구에서 23만8000가구로 늘어나게 된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=009&aid=0000545054,46
31949,2006.11.19. 오후 10:02,부동산,매일경제,현대건설 아파트 무결점 캠페인,현대건설이 무결점 아파트 건설을 목표로 6 Zero 캠페인 을 펼쳐 나가기로 했다. 이 캠페인은 △사고 △안전 △콘크리트 균열 △도덕적 해이 △고객불만 △예산초과 등 6가지를 무결점으로 만들어 무결점 아파트ㆍ건축물 을 짓는 것을 목표로 하고 있다. 이를 위해 현대건설은 지난 17일 서울 잠실3단지 아파트현장과 김포 고촌 힐스테이트 현장에서 6 Zero 선포식을 가졌다. 또 앞으로 매월 6일을 6 Zero의 날 로 정해 전국 건축현장에서 현장 전 임직원과 협력업체 임직원들이 참석한 가운데 현장별로 이 캠페인을 펼쳐 나갈 예정이다. 정수현 건축사업본부장은 전국 건축현장에서 고품질 시공과 고객 불만족 제로화를 달성할 것 이라고 밝혔다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=009&aid=0000545053,46
31950,2006.11.19. 오후 10:02,부동산,매일경제,은평 분양가 평당 100만원 내릴듯,서울시가 은평뉴타운 3지구 용적률을 높이기로 결정함에 따라 분양가 인하폭에 관심이 집중되고 있다. 용적률 상향에 이어 교통과 상업시설 등 기반시설 비용도 시 예산에서 지원하면 인하폭이 최대 평당 100만원에 달할 것으로 예상된다. 하지만 용적률 상향이 3지구에 국한돼 가구 수 증가폭이 적고 분양가 인하폭이 기대만큼 크지 않을 수도 있다. 19일 서울시에 따르면 11ㆍ15 대책 중 그린벨트 해제 지역에 조성되는 신도시 아파트의 용적률 상향 조정 이 포함돼 은평뉴타운도 용적률 상향을 추진중인 것으로 공식 확인됐다. 박희수 뉴타운사업단장은 1ㆍ2지구는 기존 계획대로 아파트를 짓되 3지구에 한해 용적률과 층고를 높이게 될 것 이라며 층고 조정폭과 분양가 인하폭은 향후 결정될 것 이라고 말했다. 3지구 용적률이 10%포인트 상향돼 500 1000가구 늘어나면 평당 분양가는 40만 50만원가량 낮아질 것으로 보인다. 여기에 광역교통시설과 중심상업시설 비용을 분양가에 포함시키지 않고 시 예산으로 지원하면 가구당 50만 100만원 추가 인하 효과가 생기게 된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=009&aid=0000545052,46
31951,2006.11.19. 오후 10:02,부동산,매일경제,대출축소로 신규 분양도 타격,투기지역 아파트에 대한 제2금융권 주택담보인정비율 LTV 이 60 70%에서 50%로 하향 조정됨에 따라 매매시장뿐만 아니라 새 아파트 분양시장도 타격을 입을 전망이다. 건설업체들은 통상 은행ㆍ보험사를 통해 40% 제2금융권 알선을 통해 20% 정도 중도금 대출을 해왔으나 이번 조치로 제2금융권에서 10% 이하밖에 추가대출이 안돼 실수요자들이 분양받는 데 부담을 느낄 것으로 보고 있다. 중견 건설사들은 LTV 축소로 중도금 대출이 어려워지면 자금력이 없는 청약자들이 청약을 꺼려 신규 분양이 위축될 수도 있을 것이라고 염려하고 있다. 수도권 인기단지를 제외하고 지방 등에선 미분양이 늘어나는 등 건설경기 침체가 가속화할 것이라는 염려의 목소리도 나온다. 일반적으로 분양을 받을 땐 계약금 10%는 본인이 내고 계약금 2회차부터 중도금 6회 중 5회차분까지 약 60%는 건설사와 협약을 맺은 은행이나 제2금융권에서 대출을 받았다. 이 때문에 6회차 중도금을 납부할 무렵인 입주 3개월 전쯤 거주하던 집을 팔거나 전세금을 빼 마지막 중도금과 잔금을 납부하면 됐다. 그러나 2금융권 LTV 하향 조정으로 분양가 40 50% 선에서 대출이 되면 중도금 3 4회차까지밖에 대출이 안돼 청약을 받은 수요자는 이주시기 조정이나 자금마련에 부담이 커질 것으로 보인다. 한 중견 건설사 관계자는 은행에서 40% 대출을 받은 후 제2금융권에서 추가로 대출을 받으면 사실상 10%를 다 받기 힘들다 며 6억원이 넘으면 총부채상환비율까지 적용돼 대출액은 더 줄어들 것 이라고 말했다. 일부 건설사는 초기계약금 20% 중 5%만 받고 나머지 15%를 잔금으로 돌리는 등 신규분양에서 고객이탈을 막기 위해 다양한 방법을 강구하고 있다. 5개 업체가 동시분양에 나선 시흥 능곡지구는 수도권 투기과열지구여서 이번에 DTI 규제가 새로 적용된다. 그러나 건설사와 은행이 사업승인 시점에 이미 대출계약을 체결해 중도금 대출에는 큰 어려움이 없어 보인다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=009&aid=0000545051,46
31952,2006.11.19. 오후 10:02,부동산,매일경제,MK 추천매물 서울 수표동 11층빌딩 115억원,화성시 병점동 근린상가건물＝대지 144평 연면적 374평 4층 대로변 코너 건물이 30억원이다. 융자 6억원 보증금 6억3600만원 월 1340만원이며 3000가구 아파트 단지 정문 앞에 있다. 031 235－2004 서울 양재동 사옥용 빌딩＝대지 197평 연건평 600평6층 빌딩이 60억원. 보증금 3억5000만원 월 3300만원이 나오며 전철역 도보 2분 거리로 임대용으로도 적합하다. 02 515－8939 서울 수표동 빌딩＝대지 185평 연건평 2000평 11층 건물이 115억원이다. 융자 30억원 보증금 26억원 월 8200만원이며 을지로 3가역에 접하고 청계천 인근이다. 02 508－8019 서울 서초동 신축 빌딩＝서초역 2분 거리에 대지 170평 연면적 700평 8층 건물이 87억원이다. 보증금 6억5000만원 월 5100만원이 나온다. 02 597－7877 파주시 운정지구 주유소 용지＝대지 1800평이 63억원에 매물로 나왔다. 4차선 확장 예정 도로에 접해 주유소 자리로 적합하다. 02 403－4120 안양 석수2동 상가 건물＝아파트 단지 내 대지 200평 연건평 586평 6층 건물이 23억원이다. 융자 6억원 보증금 3억2000만원 월 900만원이며 안양뉴타운 지역 내에 있다. 031 424－8500 용인 동백동 단독주택지＝61평이 2억6500만원에 매물로 나왔다. 2층 주택으로 신축 가능한 나대지 상태이며 즉시 건축 가능하다. 031 281－6114 서울 역삼동 나대지＝600평이 200억원에 급매물로 나왔다. 스타타워 인근 대로변에 있으며 건축 허가를 취득했고 사옥 병원 전시장 등에 적합하다. 02 577－6692 서울 서초동 수익성 빌딩＝대지 173평 연면적 1650평 15층 빌딩이 124억원이다. 보증금 21억원 월 8072만원의 수익이 나오며 삼성타운 완공시 수혜지역에 위치한다. 02 512－7197 천안 두정동 신축 빌딩＝대지 300평 연건평 2800평 총 13층 빌딩이 230억원에 매물로 나왔다. 중심상업지에 있으며 롯데마트 정문 입구 대로변에 위치한다. 041 564－0889 성남시 야탑동 상가＝중심상업지에 있는 2층 50평 상가가 3억3000만원에 매물로 나왔다. 융자 1억원 보증금 3000만원 월 200만원에 임대중이다. 031 704－1388 서울 삼성동 상업용지＝대로변에 있는 대지 110평이 66억원에 매물로 나왔다. 상업지역으로 지하철 4분 거리에 위치하며 용적률 730% 가능하다. 02 538－5464 서울 구로동 공장 용지＝디지털 산업단지 내 대지 1500평이 125억원이다. 아파트형 공장 신축에 적합하고 대로변에 있어 사옥 겸 제조공장 설치도 가능하다. 02 3474－0406 서울 송파동 역세권 건물＝대지 120평 연건평 332평 6층 대로변 코너 건물이 57억원이다. 보증금 3억원 월 2000만원의 수익이 나오며 약국 병원 등이 입주해 있다. 02 415－1290 서울 가락동 대로변 빌딩＝대지 100평 연건평 300평 총 6층 건물이 34억원이다. 보증금 2억원 월 1500만원에 계약됐다. 02 544－3271 용인 죽전동 상가＝6차선 대로변에 있는 총 7층 중 3ㆍ4층 252평 상가가 16억원이다. 융자 4억원 보증금 1억5000만원 월 850만원에 노래방 등으로 임대중이다. 031 276－2000 서울 오금동 건물＝대지 120평 연건평 300평 5층 대로변 코너 건물이 34억원이다. 보증금 3억원 월 1600만원이며 5호선 오금역에서 1분 거리다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=009&aid=0000545050,46
