,total,상승세,상승,올라,급등,상승…,오름세,상승..,상승...
471,40.0,5.0,23.0,5.0,0.0,5.0,2.0,0.0,0.0
472,34.0,3.0,16.0,6.0,5.0,4.0,0.0,0.0,0.0
473,45.0,5.0,22.0,9.0,2.0,4.0,0.0,1.0,2.0
474,39.0,6.0,21.0,2.0,6.0,1.0,2.0,0.0,1.0
475,31.0,6.0,19.0,5.0,0.0,1.0,0.0,0.0,0.0
476,14.0,4.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0
477,56.0,8.0,36.0,6.0,4.0,1.0,1.0,0.0,0.0
478,45.0,10.0,19.0,7.0,2.0,3.0,3.0,0.0,1.0
479,23.0,0.0,10.0,4.0,1.0,3.0,4.0,1.0,0.0
480,29.0,6.0,12.0,7.0,0.0,2.0,1.0,1.0,0.0
481,31.0,6.0,17.0,4.0,1.0,2.0,1.0,0.0,0.0
482,27.0,8.0,15.0,1.0,2.0,0.0,1.0,0.0,0.0
483,47.0,9.0,15.0,15.0,5.0,1.0,2.0,0.0,0.0
484,35.0,10.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0
485,48.0,16.0,22.0,3.0,4.0,1.0,2.0,0.0,0.0
486,57.0,9.0,29.0,11.0,1.0,7.0,0.0,0.0,0.0
487,33.0,4.0,24.0,2.0,2.0,1.0,0.0,0.0,0.0
488,37.0,8.0,19.0,4.0,1.0,2.0,3.0,0.0,0.0
489,39.0,6.0,19.0,7.0,4.0,1.0,2.0,0.0,0.0
490,41.0,4.0,18.0,10.0,1.0,6.0,1.0,1.0,0.0
491,42.0,11.0,18.0,6.0,1.0,4.0,2.0,0.0,0.0
492,29.0,10.0,10.0,5.0,0.0,2.0,1.0,0.0,1.0
493,26.0,9.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0
494,24.0,7.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0
495,42.0,5.0,28.0,4.0,0.0,1.0,4.0,0.0,0.0
496,33.0,8.0,16.0,2.0,5.0,1.0,1.0,0.0,0.0
497,25.0,5.0,13.0,2.0,0.0,1.0,4.0,0.0,0.0
498,20.0,7.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0
499,50.0,10.0,23.0,6.0,0.0,7.0,4.0,0.0,0.0
500,18.0,4.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0
501,19.0,5.0,5.0,2.0,2.0,1.0,4.0,0.0,0.0
502,25.0,5.0,15.0,2.0,2.0,1.0,0.0,0.0,0.0
503,27.0,8.0,13.0,1.0,0.0,2.0,2.0,0.0,1.0
504,33.0,6.0,16.0,7.0,0.0,2.0,2.0,0.0,0.0
505,19.0,2.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0
506,22.0,3.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0
507,31.0,4.0,13.0,6.0,2.0,3.0,2.0,0.0,1.0
508,31.0,8.0,14.0,5.0,3.0,0.0,1.0,0.0,0.0
509,29.0,5.0,14.0,3.0,4.0,1.0,2.0,0.0,0.0
510,32.0,5.0,13.0,5.0,3.0,4.0,2.0,0.0,0.0
511,21.0,4.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0
512,65.0,6.0,34.0,11.0,2.0,8.0,2.0,2.0,0.0
513,33.0,10.0,15.0,4.0,0.0,2.0,2.0,0.0,0.0
514,36.0,11.0,16.0,5.0,1.0,2.0,1.0,0.0,0.0
515,32.0,11.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0
516,30.0,6.0,16.0,2.0,2.0,4.0,0.0,0.0,0.0
517,32.0,5.0,22.0,2.0,2.0,0.0,1.0,0.0,0.0
518,23.0,5.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0
519,20.0,3.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0
520,12.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
521,18.0,1.0,9.0,4.0,1.0,0.0,2.0,0.0,1.0
522,36.0,7.0,16.0,5.0,6.0,0.0,2.0,0.0,0.0
523,17.0,3.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0
524,16.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0
525,47.0,2.0,25.0,6.0,4.0,7.0,0.0,1.0,2.0
526,26.0,5.0,15.0,2.0,1.0,1.0,1.0,0.0,1.0
527,8.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
528,26.0,3.0,16.0,3.0,1.0,0.0,3.0,0.0,0.0
