,total,약세,안정세,보합세,보합
629,0.0,0.0,0.0,0.0,0.0
630,0.0,0.0,0.0,0.0,0.0
631,1.0,0.0,0.0,0.0,1.0
632,0.0,0.0,0.0,0.0,0.0
633,0.0,0.0,0.0,0.0,0.0
634,2.0,1.0,1.0,0.0,0.0
635,1.0,1.0,0.0,0.0,0.0
636,3.0,1.0,1.0,0.0,1.0
637,1.0,1.0,0.0,0.0,0.0
638,0.0,0.0,0.0,0.0,0.0
639,4.0,0.0,1.0,1.0,2.0
640,0.0,0.0,0.0,0.0,0.0
641,0.0,0.0,0.0,0.0,0.0
642,1.0,1.0,0.0,0.0,0.0
643,9.0,3.0,1.0,3.0,2.0
644,8.0,3.0,2.0,1.0,2.0
645,2.0,1.0,1.0,0.0,0.0
646,2.0,2.0,0.0,0.0,0.0
647,2.0,2.0,0.0,0.0,0.0
648,5.0,3.0,0.0,1.0,1.0
649,3.0,2.0,1.0,0.0,0.0
650,0.0,0.0,0.0,0.0,0.0
651,2.0,2.0,0.0,0.0,0.0
652,5.0,1.0,0.0,0.0,4.0
653,3.0,3.0,0.0,0.0,0.0
654,13.0,4.0,0.0,1.0,8.0
655,1.0,1.0,0.0,0.0,0.0
656,3.0,3.0,0.0,0.0,0.0
657,1.0,1.0,0.0,0.0,0.0
658,0.0,0.0,0.0,0.0,0.0
659,1.0,1.0,0.0,0.0,0.0
660,0.0,0.0,0.0,0.0,0.0
661,2.0,0.0,0.0,0.0,2.0
662,1.0,1.0,0.0,0.0,0.0
663,1.0,0.0,0.0,0.0,1.0
664,1.0,0.0,1.0,0.0,0.0
665,9.0,1.0,3.0,0.0,5.0
666,2.0,0.0,2.0,0.0,0.0
667,3.0,0.0,0.0,0.0,3.0
668,4.0,1.0,3.0,0.0,0.0
669,5.0,0.0,5.0,0.0,0.0
670,7.0,0.0,0.0,1.0,6.0
671,5.0,1.0,1.0,1.0,2.0
672,1.0,0.0,0.0,0.0,1.0
673,7.0,2.0,5.0,0.0,0.0
674,1.0,1.0,0.0,0.0,0.0
675,4.0,3.0,0.0,0.0,1.0
676,10.0,0.0,2.0,1.0,7.0
677,10.0,5.0,2.0,0.0,3.0
678,5.0,3.0,0.0,0.0,2.0
679,13.0,4.0,2.0,0.0,7.0
680,5.0,2.0,0.0,1.0,2.0
681,2.0,2.0,0.0,0.0,0.0
682,6.0,5.0,1.0,0.0,0.0
683,1.0,1.0,0.0,0.0,0.0
684,2.0,2.0,0.0,0.0,0.0
685,2.0,2.0,0.0,0.0,0.0
686,5.0,5.0,0.0,0.0,0.0
687,3.0,2.0,1.0,0.0,0.0
688,1.0,0.0,1.0,0.0,0.0
689,2.0,2.0,0.0,0.0,0.0
690,3.0,1.0,2.0,0.0,0.0
691,2.0,1.0,1.0,0.0,0.0
692,1.0,0.0,0.0,1.0,0.0
693,6.0,3.0,0.0,0.0,3.0
694,7.0,2.0,3.0,2.0,0.0
695,9.0,4.0,1.0,1.0,3.0
696,6.0,2.0,3.0,0.0,1.0
697,3.0,1.0,2.0,0.0,0.0
698,3.0,3.0,0.0,0.0,0.0
699,10.0,2.0,1.0,1.0,6.0
700,5.0,2.0,1.0,1.0,1.0
701,3.0,1.0,1.0,0.0,1.0
702,5.0,0.0,0.0,0.0,5.0
703,18.0,2.0,0.0,0.0,16.0
704,17.0,0.0,0.0,1.0,16.0
705,0.0,0.0,0.0,0.0,0.0
706,2.0,1.0,1.0,0.0,0.0
707,2.0,1.0,1.0,0.0,0.0
708,2.0,1.0,1.0,0.0,0.0
709,0.0,0.0,0.0,0.0,0.0
710,1.0,1.0,0.0,0.0,0.0
711,3.0,3.0,0.0,0.0,0.0
712,2.0,0.0,2.0,0.0,0.0
713,2.0,0.0,0.0,0.0,2.0
714,0.0,0.0,0.0,0.0,0.0
715,2.0,0.0,0.0,0.0,2.0
716,0.0,0.0,0.0,0.0,0.0
717,1.0,0.0,0.0,0.0,1.0
718,3.0,0.0,2.0,1.0,0.0
719,5.0,0.0,5.0,0.0,0.0
720,0.0,0.0,0.0,0.0,0.0
721,0.0,0.0,0.0,0.0,0.0
722,3.0,1.0,1.0,0.0,1.0
723,0.0,0.0,0.0,0.0,0.0
724,0.0,0.0,0.0,0.0,0.0
725,0.0,0.0,0.0,0.0,0.0
726,0.0,0.0,0.0,0.0,0.0
727,0.0,0.0,0.0,0.0,0.0
728,0.0,0.0,0.0,0.0,0.0
729,2.0,1.0,0.0,0.0,1.0
730,0.0,0.0,0.0,0.0,0.0
731,0.0,0.0,0.0,0.0,0.0
732,4.0,0.0,1.0,0.0,3.0
733,0.0,0.0,0.0,0.0,0.0
734,2.0,1.0,0.0,0.0,1.0
735,5.0,0.0,3.0,0.0,2.0
736,0.0,0.0,0.0,0.0,0.0
737,3.0,3.0,0.0,0.0,0.0
738,2.0,1.0,1.0,0.0,0.0
739,2.0,1.0,1.0,0.0,0.0
740,3.0,0.0,1.0,1.0,1.0
741,11.0,0.0,1.0,2.0,8.0
742,1.0,1.0,0.0,0.0,0.0
743,3.0,1.0,1.0,1.0,0.0
744,6.0,3.0,0.0,1.0,2.0
745,4.0,2.0,1.0,0.0,1.0
746,4.0,3.0,1.0,0.0,0.0
747,2.0,1.0,1.0,0.0,0.0
748,2.0,1.0,0.0,0.0,1.0
749,1.0,0.0,0.0,0.0,1.0
750,5.0,2.0,0.0,1.0,2.0
751,0.0,0.0,0.0,0.0,0.0
752,7.0,0.0,0.0,2.0,5.0
753,0.0,0.0,0.0,0.0,0.0
754,0.0,0.0,0.0,0.0,0.0
755,0.0,0.0,0.0,0.0,0.0
756,0.0,0.0,0.0,0.0,0.0
757,0.0,0.0,0.0,0.0,0.0
758,0.0,0.0,0.0,0.0,0.0
759,0.0,0.0,0.0,0.0,0.0
760,0.0,0.0,0.0,0.0,0.0
761,2.0,1.0,0.0,1.0,0.0
762,4.0,0.0,3.0,0.0,1.0
763,2.0,0.0,0.0,1.0,1.0
764,3.0,0.0,3.0,0.0,0.0
765,1.0,0.0,0.0,1.0,0.0
766,5.0,0.0,5.0,0.0,0.0
767,3.0,0.0,0.0,2.0,1.0
768,2.0,0.0,1.0,1.0,0.0
769,2.0,0.0,0.0,1.0,1.0
770,6.0,0.0,0.0,3.0,3.0
771,1.0,0.0,1.0,0.0,0.0
772,5.0,0.0,2.0,0.0,3.0
773,0.0,0.0,0.0,0.0,0.0
774,0.0,0.0,0.0,0.0,0.0
775,1.0,0.0,0.0,1.0,0.0
776,1.0,0.0,0.0,1.0,0.0
777,1.0,0.0,1.0,0.0,0.0
778,0.0,0.0,0.0,0.0,0.0
779,0.0,0.0,0.0,0.0,0.0
780,1.0,0.0,0.0,0.0,1.0
781,1.0,0.0,1.0,0.0,0.0
782,0.0,0.0,0.0,0.0,0.0
